target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,es_cue,es_target,es_word_combo
insecto,565.924984606305,601.28405877919,-0.500392824935985,-0.410038683429947,19.451119735759,27.5477873824396,0.0652198610324405,0.0923265568613534,71,72,2,1,65,68,67,68,1,0,0.970149253731343,1,71,72,2,1,65,64,67,68,1,0,0.970149253731343,0.941176470588235,65,68,35.3590741728849,0.0903541415060385,es,spider,insect,araña,insecto,arañainsecto
insignificante,710.143875002997,764.82573728469,0.162705408546134,0.291278693580723,20.5118794716029,22.68470899574,0.0881137986534241,0.0851801908508818,118,126,1,3,112,118,114,119,0,1,0.982456140350877,0.991596638655462,118,127,1,2,109,111,114,120,0,0,0.956140350877193,0.925,112,118,54.6818622816929,0.128573285034589,es,useless,worthless,inútil,insignificante,inútilinsignificante
inspección,656.343141166994,735.26508973958,0.0154153984016242,0.0907999197674977,22.0945955202757,28.6314596425249,0.0867688541209237,0.0865234040522732,88,81,1,1,85,78,85,78,0,1,1,1,87,81,2,1,83,77,84,78,1,1,0.988095238095238,0.987179487179487,85,78,78.9219485725855,0.0753845213658734,es,examination,inspection,examen,inspección,exameninspección
inspiración,628.950895829182,612.88062762855,-0.202589203862142,-0.239485861550976,21.5133231058112,25.345816132233,0.0801888328337861,0.100051135120078,152,100,1,0,144,94,145,95,0,0,0.993103448275862,0.989473684210526,152,100,1,0,143,95,145,95,0,0,0.986206896551724,1,144,94,-16.0702682006314,-0.0368966576888343,es,inspire,inspiration,inspirar,inspiración,inspirarinspiración
instrumento,547.015962500305,560.812333331666,-0.507202965209992,-0.398642214636616,20.0730544783206,22.9311766270342,0.0728064949196108,0.0851639772331055,84,69,0,2,80,66,80,66,0,0,1,1,84,69,0,2,80,58,80,66,0,0,1,0.878787878787879,80,66,13.7963708313612,0.108560750573376,es,tool,instrument,herramienta,instrumento,herramientainstrumento
inteligente,551.662269223514,563.063825395444,-0.579400649300339,-0.408252853041517,17.56934284825,18.7593768586694,0.060090570603398,0.083531357136749,85,128,1,1,78,127,79,127,1,0,0.987341772151899,1,85,127,1,2,77,117,79,126,1,1,0.974683544303797,0.928571428571429,78,126,11.4015561719298,0.171147796258822,es,smart,intelligent,ingenioso,inteligente,ingeniosointeligente
intencionalmente,701.38430489722,846.220118885774,0.187294425715275,0.635032649301383,30.0151557234219,35.5536723309742,0.113620616818828,0.112001587915279,86,150,2,2,82,143,82,146,0,2,1,0.979452054794521,86,152,2,0,75,140,82,148,0,0,0.914634146341463,0.945945945945946,82,143,144.835813988554,0.447738223586108,es,accidentally,intentionally,accidentalmente,intencionalmente,accidentalmenteintencionalmente
intención,599.060500010022,650.155661762347,-0.283240183780339,-0.20716223135198,25.5557498211376,36.1616543348612,0.0821504227626099,0.100369588846143,128,69,0,3,128,68,128,69,0,0,1,0.985507246376812,127,69,1,3,126,61,127,69,1,0,0.992125984251969,0.884057971014493,128,68,51.0951617523251,0.0760779524283593,es,purpose,intention,propósito,intención,propósitointención
intentar,565.010933325411,589.954735498289,-0.444198448368642,-0.355526911225484,20.9485213775382,14.6939748216095,0.0675659592186075,0.0640743650087367,82,168,0,3,75,155,76,157,0,2,0.986842105263158,0.987261146496815,81,168,1,3,69,126,76,157,0,2,0.907894736842105,0.802547770700637,75,155,24.9438021728782,0.0886715371431574,es,try,attempt,tratar,intentar,tratarintentar
interesante,599.624785710836,658.780213103608,-0.445541541146594,-0.176767923753431,19.5278485815896,19.1216146101524,0.0511261007506628,0.0639329539618502,104,191,1,0,98,183,99,183,0,0,0.98989898989899,1,104,191,1,0,97,183,99,183,0,0,0.97979797979798,1,98,183,59.1554273927726,0.268773617393163,es,exciting,interesting,excitante,interesante,excitanteinteresante
intimidad,629.38039175037,578.999588219224,-0.319745395359403,-0.231254668958244,27.1066549809978,15.6769249696908,0.0910996957167584,0.076490942349099,100,88,3,1,97,85,97,87,1,1,1,0.977011494252874,97,88,6,1,93,82,95,87,3,1,0.978947368421053,0.942528735632184,97,85,-50.3808035311463,0.0884907264011598,es,private,privacy,privacidad,intimidad,privacidadintimidad
intuición,650.731751940206,742.408573789623,-0.138511910026164,0.184039831116999,20.0424317296798,34.8310695677177,0.0795550862850627,0.119019818534311,135,70,1,4,129,61,131,64,0,1,0.984732824427481,0.953125,134,70,2,4,124,64,130,64,1,1,0.953846153846154,1,129,61,91.6768218494168,0.322551741143162,es,instinct,intuition,instinto,intuición,instintointuición
inversor,663.162918035511,651.470115692847,-0.0533715728045199,-0.0332400736411388,22.9533767534805,19.2938830679066,0.0963286658704931,0.0777175678031716,129,129,1,1,122,121,125,123,1,1,0.976,0.983739837398374,129,129,1,1,114,116,125,123,1,1,0.912,0.943089430894309,122,121,-11.6928023426647,0.0201314991633811,es,banker,investor,banquero,inversor,banqueroinversor
invertir,607.1853414631,625.465877179328,-0.316647021917105,-0.212585287986656,15.8064868141823,25.2734815813476,0.0486875375272983,0.0763666764540522,178,119,1,1,164,114,165,115,0,1,0.993939393939394,0.991304347826087,177,119,2,1,157,112,164,115,1,1,0.957317073170732,0.973913043478261,164,114,18.2805357162283,0.10406173393045,es,finance,invest,finanzas,invertir,finanzasinvertir
investigador,594.452646473783,610.424053120842,-0.319821630404857,-0.191840661769596,21.4921792162793,18.8882774524821,0.0892236309112692,0.0783816711112052,103,124,0,2,99,113,99,116,0,0,1,0.974137931034483,103,124,0,2,92,111,99,116,0,0,0.929292929292929,0.956896551724138,99,113,15.9714066470591,0.127980968635261,es,analyst,investigator,analista,investigador,analistainvestigador
investigar,595.588392842018,549.055644742027,-0.282760618237624,-0.527426218439602,25.6501651002862,22.0440658852062,0.100179690491889,0.0822627769088366,85,83,0,1,84,76,84,77,0,0,1,0.987012987012987,85,83,0,1,83,76,84,77,0,0,0.988095238095238,0.987012987012987,84,76,-46.532748099991,-0.244665600201978,es,examine,investigate,examinar,investigar,examinarinvestigar
invierno,512.144183193812,537.542341880544,-0.695172570927704,-0.585083070239673,16.8733064125846,19.4765924577721,0.066663096440921,0.0672518386357805,139,120,4,0,131,117,131,117,1,0,1,1,138,119,5,1,125,114,130,116,2,1,0.961538461538462,0.982758620689655,131,117,25.3981586867322,0.110089500688031,es,summer,winter,verano,invierno,veranoinvierno
inyección,625.68566666948,627.457390801478,-0.242919469280104,-0.130474098557204,26.518001759892,21.7465980741957,0.0892380856741324,0.0804028368475617,95,94,2,0,93,88,93,90,1,0,1,0.977777777777778,95,93,2,1,78,87,93,89,1,1,0.838709677419355,0.97752808988764,93,87,1.77172413199764,0.112445370722899,es,dose,injection,dosis,inyección,dosisinyección
ir,537.631922520617,553.861093023796,-0.494800576296866,-0.476775202345786,16.6278749841238,18.7279397062524,0.0727056548823454,0.0657863614816302,147,92,4,0,142,86,142,89,2,0,1,0.966292134831461,149,92,2,0,140,87,143,89,1,0,0.979020979020979,0.97752808988764,142,86,16.2291705031786,0.0180253739510799,es,enter,go,entrar,ir,entrarir
irresponsable,587.568891106165,643.324846150325,-0.408487229585924,-0.0284967798342893,19.4178719630054,20.6976757487126,0.0764080563275708,0.0833983245448919,105,133,3,2,101,130,101,131,0,0,1,0.99236641221374,105,133,3,2,98,129,101,131,0,0,0.97029702970297,0.984732824427481,101,130,55.7559550441605,0.379990449751634,es,unreasonable,irresponsible,irracional,irresponsable,irracionalirresponsable
irónico,574.009841122824,591.545297297189,-0.491897243221285,-0.350957097862831,18.470992778157,24.3077335695446,0.0619299970441035,0.0777039336800185,112,116,3,3,107,111,108,112,1,1,0.990740740740741,0.991071428571429,112,115,3,4,105,109,108,111,1,2,0.972222222222222,0.981981981981982,107,111,17.5354561743649,0.140940145358454,es,irony,ironic,ironía,irónico,ironíairónico
izquierda,493.100457820705,577.905616529024,-0.746047187753928,-0.358138556319136,16.6879183230952,15.7453306906051,0.0712374671975375,0.0588788573535107,88,141,2,1,83,133,88,137,0,0,0.943181818181818,0.970802919708029,88,141,2,1,87,126,88,137,0,0,0.988636363636364,0.91970802919708,83,133,84.8051587083197,0.387908631434792,es,right,left,derecha,izquierda,derechaizquierda
jeringa,644.167164568096,731.138661510046,-0.0688422362436055,0.17557120218589,22.8850608979812,27.1789777946628,0.0902416020171604,0.0866480921838167,89,75,0,2,79,65,83,71,0,1,0.951807228915663,0.915492957746479,89,75,0,2,76,70,83,71,0,1,0.91566265060241,0.985915492957746,79,65,86.9714969419502,0.244413438429496,es,needle,syringe,aguja,jeringa,agujajeringa
joven,486.747240512888,509.513999991025,-0.756880595837889,-0.621646412777658,12.8771149288156,17.8605657871073,0.0554784190329754,0.0750767439283681,83,79,2,1,79,76,80,76,1,0,0.9875,1,83,79,2,1,78,72,80,76,1,0,0.975,0.947368421052632,79,76,22.7667594781371,0.135234183060231,es,old,young,viejo,joven,viejojoven
joya,580.985145824068,593.716577458746,-0.488147049052327,-0.331646041359731,15.729774474666,22.095660190992,0.0585418138162738,0.0760120427120769,107,77,1,1,96,71,99,71,0,0,0.96969696969697,1,107,77,1,1,95,68,99,71,0,0,0.95959595959596,0.957746478873239,96,71,12.7314316346783,0.156501007692596,es,diamond,jewel,diamante,joya,diamantejoya
juego,540.86940476352,570.540375949388,-0.563258731307003,-0.538098109815773,29.1953497977774,20.2745514353548,0.084780775710138,0.0563376508492531,92,136,4,1,84,133,84,133,0,1,1,1,92,136,4,1,83,132,84,133,0,1,0.988095238095238,0.992481203007519,84,133,29.6709711858682,0.0251606214912301,es,play,game,jugar,juego,jugarjuego
juez,545.043854958917,556.586798611928,-0.568768723645496,-0.480585818992813,19.29646207371,12.6103811209379,0.0597542964423865,0.0435033189295458,138,153,1,0,131,144,133,146,0,0,0.984962406015038,0.986301369863014,138,153,1,0,130,145,133,146,0,0,0.977443609022556,0.993150684931507,131,144,11.5429436530104,0.0881829046526837,es,court,judge,juzgado,juez,juzgadojuez
jugador,530.376333339475,552.297186818369,-0.609025900354563,-0.519771353589632,15.0735632186791,16.225714231504,0.0566332039070478,0.0584379335714546,78,93,0,1,78,91,78,91,0,0,1,1,78,93,0,1,74,90,78,91,0,0,0.948717948717949,0.989010989010989,78,91,21.9208534788938,0.0892545467649306,es,coach,player,entrenador,jugador,entrenadorjugador
juguete,612.01319178029,559.422687526106,-0.264174090435874,-0.52607429810512,40.7842593857351,21.2300757195712,0.177253460827518,0.0588567703769096,78,85,1,0,73,80,73,81,0,0,1,0.987654320987654,77,84,2,1,72,78,73,80,0,1,0.986301369863014,0.975,73,80,-52.590504254184,-0.261900207669245,es,doll,toy,muñeca,juguete,muñecajuguete
juicio,480.02779995888,514.373528158988,-0.751629844482685,-0.596352294194347,10.3684755467477,10.678760524245,0.0421942588719984,0.0449510716108988,104,148,4,2,100,142,102,145,1,0,0.980392156862745,0.979310344827586,105,147,3,3,103,133,103,144,0,1,1,0.923611111111111,100,142,34.3457282001082,0.155277550288338,es,hearing,trial,audiencia,juicio,audienciajuicio
julio,473.683180963195,579.220877526109,-0.757017686000866,-0.476038346573815,12.199533273258,22.2144334021373,0.0556189877555837,0.0751749444462346,111,104,0,4,105,98,105,98,0,2,1,1,111,104,0,4,105,92,105,98,0,2,1,0.938775510204082,105,98,105.537696562913,0.280979339427051,es,june,july,junio,julio,juniojulio
juntar,520.116593750538,562.976926819014,-0.566125065308518,-0.384407691430547,17.2712687619999,16.2436501858892,0.0712741310578692,0.0592363633477465,103,132,0,1,96,123,97,126,0,1,0.989690721649485,0.976190476190476,103,132,0,1,90,126,97,126,0,1,0.927835051546392,1,96,123,42.8603330684765,0.181717373877971,es,collect,gather,recolectar,juntar,recolectarjuntar
justicia,543.129056824981,575.719432593835,-0.534858094760607,-0.477628699218546,17.230988169844,17.482807934489,0.0529073790023177,0.0605579775030027,90,147,2,0,88,141,88,141,0,0,1,1,90,147,2,0,85,136,88,141,0,0,0.965909090909091,0.964539007092199,88,141,32.590375768854,0.0572293955420609,es,revenge,justice,venganza,justicia,venganzajusticia
júnior,670.951154544593,788.607950799466,0.00664627469814273,0.577813101080389,29.5849928004893,43.4460711543547,0.13249206155276,0.185613534543247,124,88,5,1,110,61,123,86,3,0,0.894308943089431,0.709302325581395,126,88,3,1,62,83,125,86,1,0,0.496,0.965116279069767,110,61,117.656796254873,0.571166826382246,es,senior,junior,sénior,júnior,séniorjúnior
lagarto,582.502291671136,596.341545427568,-0.313860756024383,-0.255236655090558,17.8537252522204,18.3748440933824,0.0824349701634012,0.0718719108356379,103,105,1,1,96,99,97,102,0,0,0.989690721649485,0.970588235294118,103,105,1,1,91,95,97,102,0,0,0.938144329896907,0.931372549019608,96,99,13.8392537564324,0.0586241009338248,es,frog,lizard,rana,lagarto,ranalagarto
lago,571.142578312596,569.495232522668,-0.363141244639236,-0.329138267972917,31.6584205758636,17.809408757166,0.165726184009839,0.0780235150831413,89,95,2,0,83,86,86,90,0,0,0.965116279069767,0.955555555555556,89,95,2,0,83,87,86,90,0,0,0.965116279069767,0.966666666666667,83,86,-1.64734578992807,0.0340029766663187,es,river,lake,río,lago,ríolago
lamer,608.109684216479,790.038319603029,-0.0599158269042884,0.433904128775036,20.9381313805788,24.6930225699937,0.106654224560909,0.0880326725757297,84,147,2,0,76,97,80,142,0,0,0.95,0.683098591549296,84,147,2,0,70,142,80,142,0,0,0.875,1,76,97,181.92863538655,0.493819955679324,es,suck,lick,chupar,lamer,chuparlamer
langosta,602.376786527049,645.89225000504,-0.264341587009035,-0.190404857035532,23.7448337436358,20.3790127535892,0.0854672220302653,0.0716505406883027,99,95,1,3,90,88,92,91,1,1,0.978260869565217,0.967032967032967,99,95,1,3,87,90,92,91,1,1,0.945652173913043,0.989010989010989,89,88,43.5154634779917,0.0739367299735033,es,tuna,lobster,atún,langosta,atúnlangosta
largo,519.512341661977,541.24895999408,-0.678590163975887,-0.617373013261555,17.6533924528346,19.3466274194651,0.0576082203151032,0.0570575338117542,125,80,4,3,120,75,120,76,1,0,1,0.986842105263158,124,80,5,3,114,72,120,76,1,0,0.95,0.947368421052632,120,75,21.7366183321025,0.061217150714332,es,short,long,corto,largo,cortolargo
lavamanos,857.967727283208,840.431092789623,0.898463279125972,0.550587505251819,40.091289041026,33.0680912169426,0.149643146356261,0.119604291388764,122,114,3,3,110,97,118,108,1,1,0.932203389830508,0.898148148148148,122,115,3,2,113,76,118,109,1,0,0.957627118644068,0.697247706422018,110,97,-17.5366344935844,-0.347875773874153,es,toilet,sink,baño,lavamanos,bañolavamanos
lavar,538.590785732549,504.665252434138,-0.577718912918408,-0.680210862352418,15.2816594126795,14.6447597183371,0.0493969494884024,0.0695583870160825,95,109,3,2,84,104,88,105,1,1,0.954545454545455,0.99047619047619,94,110,4,1,84,101,88,106,1,0,0.954545454545455,0.952830188679245,84,103,-33.9255332984113,-0.10249194943401,es,clean,wash,limpiar,lavar,limpiarlavar
legal,534.558737480711,530.826481475503,-0.557131053689289,-0.488441870871484,13.852574909893,13.9706354986474,0.058048009237383,0.0674929894353881,84,83,4,0,80,81,80,82,1,0,1,0.98780487804878,84,83,4,0,77,79,80,82,1,0,0.9625,0.963414634146341,80,81,-3.73225600520868,0.0686891828178056,es,illegal,legal,ilegal,legal,ilegallegal
lejos,519.113635671945,573.679726717285,-0.724773574012934,-0.404444155479813,15.3507953318017,16.5964712924474,0.0434140589997185,0.0605596078049152,134,170,1,2,130,161,131,165,1,0,0.99236641221374,0.975757575757576,134,170,1,2,124,137,131,165,1,0,0.946564885496183,0.83030303030303,129,161,54.5660910453406,0.320329418533121,es,near,far,cerca,lejos,cercalejos
lesión,565.910741957136,583.266688078511,-0.535831850846774,-0.306043487970452,26.8202799397251,15.6149536169003,0.0864693912286986,0.0630527338735957,67,114,1,2,62,109,64,110,0,1,0.96875,0.990909090909091,67,113,1,3,61,102,64,109,0,2,0.953125,0.935779816513762,62,109,17.3559461213744,0.229788362876323,es,wound,injury,herida,lesión,heridalesión
leyenda,523.42095237845,575.355397755379,-0.53813201687424,-0.43407053223802,16.4408122340316,16.9947167942392,0.0675904693367484,0.062869160465887,127,92,2,0,126,88,127,89,0,0,0.992125984251969,0.98876404494382,127,92,2,0,122,84,127,89,0,0,0.960629921259842,0.943820224719101,126,88,51.9344453769288,0.10406148463622,es,myth,legend,mito,leyenda,mitoleyenda
león,522.648054552556,521.878095237054,-0.684718896389871,-0.626287625690136,11.7132549834025,15.5700425975168,0.0386832237874455,0.0514298120644254,116,85,0,1,110,84,111,84,0,0,0.990990990990991,1,116,85,0,1,106,74,111,84,0,0,0.954954954954955,0.880952380952381,110,84,-0.769959315501978,0.0584312706997357,es,dragon,lion,dragón,león,dragónleón
liberal,511.029311121878,554.66310226191,-0.647018648512054,-0.556595534938756,19.0108060678691,17.0069201739395,0.0646168502180609,0.0534649535186062,137,93,0,0,135,88,135,88,0,0,1,1,137,93,0,0,133,84,135,88,0,0,0.985185185185185,0.954545454545455,135,88,43.6337911400321,0.0904231135732982,es,conservative,liberal,conservador,liberal,conservadorliberal
libro,549.576068197948,531.95911629197,-0.51623223078893,-0.603661905981419,23.3983414603604,22.627325430027,0.0975294991983746,0.0756366157641903,95,132,2,1,88,129,89,130,0,0,0.98876404494382,0.992307692307692,95,132,2,1,83,127,89,130,0,0,0.932584269662921,0.976923076923077,88,129,-17.6169519059782,-0.0874296751924891,es,bible,book,biblia,libro,biblialibro
limonada,625.562375838871,600.620842546489,-0.194353427717187,-0.188295742189854,18.0521987479871,17.4370305282824,0.0547633300657275,0.0601271866933418,161,110,3,1,149,108,152,109,1,0,0.980263157894737,0.990825688073395,162,110,2,1,150,107,153,109,0,0,0.980392156862745,0.981651376146789,149,108,-24.9415332923813,0.00605768552733285,es,milk,juice,leche,limonada,lechelimonada
limusina,785.376584236601,734.543387771506,0.451188853203115,0.315800146002615,28.5933802712224,33.928459487339,0.134583263937879,0.164635756936795,108,72,3,1,89,49,105,69,0,1,0.847619047619048,0.710144927536232,108,72,3,1,102,66,105,69,0,1,0.971428571428571,0.956521739130435,89,49,-50.8331964650949,-0.135388707200501,es,taxi,limousine,taxi,limusina,taxilimusina
literatura,546.535448269163,597.46418310444,-0.523856750630165,-0.349676797443597,14.4425789951736,18.2475883648493,0.0617461218124987,0.0562186590258759,126,76,1,4,116,71,121,72,0,1,0.958677685950413,0.986111111111111,126,77,1,3,115,72,121,73,0,0,0.950413223140496,0.986301369863014,116,71,50.9287348352767,0.174179953186568,es,art,literature,arte,literatura,arteliteratura
llama,519.467394742602,558.604717955211,-0.436194356103517,-0.528690180671794,13.4821154866644,18.3081098278232,0.0819023529615788,0.0670034660239278,84,83,3,4,76,78,78,79,0,0,0.974358974358974,0.987341772151899,84,83,3,4,76,73,78,79,0,0,0.974358974358974,0.924050632911392,76,78,39.1373232126087,-0.0924958245682764,es,fire,flame,fuego,llama,fuegollama
lleno,522.169977246132,510.172858359637,-0.664811600137365,-0.587675529345934,28.7511369283508,15.1242253690752,0.109248499785623,0.0761463143646975,90,118,1,1,88,113,90,115,0,1,0.977777777777778,0.982608695652174,90,119,1,0,88,88,90,116,0,0,0.977777777777778,0.758620689655172,88,113,-11.9971188864949,0.0771360707914305,es,empty,full,vacío,lleno,vacíolleno
lobo,509.395185573498,551.959992629371,-0.7074759192246,-0.448294183627096,9.90260199549892,21.0804212889757,0.0387694247578349,0.0842974745943628,102,142,1,1,97,136,97,138,1,0,1,0.985507246376812,102,142,1,1,95,135,97,138,1,0,0.979381443298969,0.978260869565217,97,136,42.5648070558738,0.259181735597504,es,bear,wolf,oso,lobo,osolobo
local,512.676444425908,522.271537310806,-0.688670715712594,-0.626471056635905,16.7846881483099,14.366535371165,0.0729561135610758,0.0502434964073883,73,137,2,1,72,134,73,134,1,0,0.986301369863014,1,73,137,2,1,70,131,73,134,1,0,0.958904109589041,0.977611940298508,72,134,9.59509288489767,0.0621996590766885,es,regional,local,regional,local,regionallocal
loco,570.43553333485,511.733499993367,-0.544290563089825,-0.744690327397571,21.2313057350289,16.022696006391,0.0767073277503931,0.0525649341083075,65,88,0,2,60,84,62,85,0,0,0.967741935483871,0.988235294117647,65,88,0,2,59,81,62,85,0,0,0.951612903225806,0.952941176470588,60,84,-58.7020333414824,-0.200399764307746,es,paranoid,crazy,paranoico,loco,paranoicoloco
longitud,574.087324318149,608.929965909149,-0.348857081445745,-0.316939918341114,22.327836715525,22.6431258862239,0.11632495435711,0.0899273880684575,78,99,0,1,74,89,75,93,0,0,0.986666666666667,0.956989247311828,77,98,1,2,74,91,74,93,1,0,1,0.978494623655914,74,88,34.8426415909995,0.0319171631046309,es,size,length,tamaño,longitud,tamañolongitud
luchador,505.467401904234,568.600047605777,-0.597638811279363,-0.458470208758361,10.4347073117688,12.4817378249253,0.05252301405179,0.0482075502436603,110,108,1,0,107,105,107,107,1,0,1,0.981308411214953,110,108,1,0,106,107,107,107,1,0,0.990654205607477,1,107,105,63.1326457015428,0.139168602521002,es,champion,fighter,campeón,luchador,campeónluchador
luz,500.880505732454,522.71068314196,-0.7012630396374,-0.629975481390944,14.926194546405,19.0798183814751,0.049467887087192,0.0628319537373606,94,110,0,1,87,101,90,105,0,1,0.966666666666667,0.961904761904762,94,110,0,1,84,102,90,105,0,1,0.933333333333333,0.971428571428571,87,101,21.830177409506,0.0712875582464555,es,darkness,light,oscuridad,luz,oscuridadluz
líder,537.838521720438,534.895718713698,-0.590858477313201,-0.442856905775484,18.3827544075713,14.0259729262652,0.0643869321429839,0.0769441804082543,96,100,1,0,92,96,92,98,0,0,1,0.979591836734694,96,100,1,0,89,96,92,98,0,0,0.967391304347826,0.979591836734694,92,96,-2.94280300674029,0.148001571537717,es,member,leader,miembro,líder,miembrolíder
maestro,579.245693317996,562.54406411179,-0.335526419568302,-0.521077444260238,32.3629058903178,13.7166100584316,0.114393172757744,0.0596390583546364,78,83,1,2,75,78,76,80,0,1,0.986842105263158,0.975,78,83,1,2,74,78,76,80,0,1,0.973684210526316,0.975,75,78,-16.701629206206,-0.185551024691937,es,student,teacher,estudiante,maestro,estudiantemaestro
mal,445.259833326014,521.903598217076,-0.909503333886863,-0.645314567663068,8.71011778606074,19.5357088712869,0.0391746212194708,0.0619158514442199,158,119,0,0,156,112,156,113,0,0,1,0.991150442477876,158,119,0,0,150,111,156,113,0,0,0.961538461538462,0.982300884955752,156,112,76.6437648910618,0.264188766223795,es,good,bad,bien,mal,bienmal
mami,510.157256393351,724.77368182679,-0.579904494312396,0.199912473627208,15.6241408889565,35.1933763679304,0.0727595074166769,0.152643882090859,80,99,1,2,78,88,79,92,0,0,0.987341772151899,0.956521739130435,80,99,1,2,73,88,79,92,0,0,0.924050632911392,0.956521739130435,78,88,214.616425433439,0.779816967939604,es,daddy,mum,papi,mami,papimami
manguera,683.200389596407,742.338105765875,0.0124148272513677,0.44316624921904,24.4959957139196,23.3342800207799,0.0825069613831243,0.0953336064106492,92,122,0,1,77,104,85,119,0,1,0.905882352941176,0.873949579831933,92,123,0,0,83,117,85,120,0,0,0.976470588235294,0.975,77,104,59.1377161694683,0.430751421967672,es,pump,hose,bomba,manguera,bombamanguera
manifestación,580.012297041008,673.73828688766,-0.234591979006029,0.0645999746155398,12.6647054298374,26.4022953804241,0.0565421104943879,0.0906341794729664,106,126,0,2,101,122,104,123,0,0,0.971153846153846,0.991869918699187,106,126,0,2,100,120,104,123,0,0,0.961538461538462,0.975609756097561,101,122,93.7259898466519,0.299191953621569,es,protest,demonstration,protesta,manifestación,protestamanifestación
manipular,537.670741159339,620.230212765661,-0.512067056509796,-0.27475297424279,15.7632843293784,20.0622394899664,0.0523679080268369,0.0676107464963081,89,154,1,1,85,141,87,142,1,0,0.977011494252874,0.992957746478873,89,154,1,1,85,129,87,142,1,0,0.977011494252874,0.908450704225352,85,141,82.5594716063213,0.237314082267006,es,control,manipulate,controlar,manipular,controlarmanipular
mantener,546.702930424423,553.974645599443,-0.49856767820184,-0.515078540835338,19.7669408707823,20.4659251083843,0.0810072248064416,0.0834222662932192,119,84,0,2,115,79,116,81,0,0,0.991379310344828,0.975308641975309,119,84,0,2,96,79,116,81,0,0,0.827586206896552,0.975308641975309,115,79,7.27171517502052,-0.0165108626334977,es,hold,keep,sostener,mantener,sostenermantener
mantenimiento,621.893363626226,634.005693063399,-0.126090257513106,-0.0283702650587804,19.3312003278797,28.7816434222841,0.0793874371643759,0.0941150530669525,102,104,0,1,99,101,100,102,0,0,0.99,0.990196078431373,102,104,0,1,99,96,100,102,0,0,0.99,0.941176470588235,99,101,12.1123294371732,0.0977199924543252,es,service,maintenance,servicio,mantenimiento,serviciomantenimiento
mantequilla,581.034227785155,559.415419752707,-0.496849513006007,-0.430834466783485,17.6030710383573,18.4923257850956,0.0508360406156029,0.0640590344428672,82,84,1,1,79,81,79,83,0,1,1,0.975903614457831,82,84,1,1,78,82,79,83,0,1,0.987341772151899,0.987951807228916,79,81,-21.6188080324475,0.066015046222522,es,honey,butter,miel,mantequilla,mielmantequilla
manzana,557.784011627165,529.933507812843,-0.584496615606731,-0.594961058168644,19.9106686060815,12.1898194215669,0.0745948947355114,0.0518789471606452,91,138,1,3,86,129,86,130,0,1,1,0.992307692307692,90,138,2,3,83,131,85,131,1,0,0.976470588235294,1,86,128,-27.8505038143218,-0.0104644425619127,es,banana,strawberry,banana,manzana,bananamanzana
mapa,540.1716234977,537.013338362345,-0.569460935811238,-0.57304371914819,20.0701099999371,10.9253876860124,0.066947330142128,0.0405999526299089,92,141,2,2,86,133,87,133,0,2,0.988505747126437,1,92,140,2,3,86,128,87,132,0,3,0.988505747126437,0.96969696969697,85,133,-3.15828513535439,-0.00358278333695161,es,compass,map,brújula,mapa,brújulamapa
mapache,623.122387755777,708.894354841854,-0.195709314293295,0.100387354786444,12.7770188599645,20.3470321941878,0.0485669989486151,0.0755872290091355,104,171,2,1,98,155,100,167,1,0,0.98,0.92814371257485,104,170,2,2,92,161,100,166,1,1,0.92,0.969879518072289,98,155,85.7719670860777,0.296096669079739,es,squirrel,raccoon,ardilla,mapache,ardillamapache
marinero,585.566287492769,617.611304765948,-0.246127047976716,-0.248386544849189,20.9626340615465,19.8988263634188,0.0786615718364821,0.0801694789774396,86,109,2,1,80,105,82,106,0,0,0.975609756097561,0.990566037735849,86,109,2,1,79,106,82,106,0,0,0.963414634146341,1,80,105,32.0450172731796,-0.00225949687247295,es,pirate,sailor,pirata,marinero,piratamarinero
martes,472.084177422819,555.231664629827,-0.865225097034932,-0.54410214072582,16.3888060034519,15.3390247385136,0.0498734469393862,0.0516798489565381,125,170,3,2,124,165,124,166,0,1,1,0.993975903614458,125,170,3,2,122,157,124,166,0,1,0.983870967741935,0.94578313253012,124,164,83.147487207008,0.321122956309112,es,monday,tuesday,lunes,martes,lunesmartes
martillo,566.323356654947,511.934524286729,-0.416827357748113,-0.584742334930736,15.9587232079677,11.2185594943646,0.0643083373711202,0.0417827867062449,148,109,1,0,143,103,143,105,0,0,1,0.980952380952381,148,109,1,0,136,104,143,105,0,0,0.951048951048951,0.99047619047619,143,103,-54.3888323682184,-0.167914977182623,es,stick,hammer,palo,martillo,palomartillo
