target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,es_cue,es_target,es_word_combo
periodista,553.953496237611,572.784813567922,-0.523760930536658,-0.465838834084892,18.3631388270628,14.6562827582813,0.0567618565612523,0.0506513107070298,142,122,1,3,134,119,134,119,0,0,1,1,141,122,2,3,129,109,133,119,1,0,0.969924812030075,0.915966386554622,133,118,18.8313173303103,0.0579220964517657,es,reporter,journalist,reportero,periodista,reporteroperiodista
periódico,637.368766985095,534.415641983875,-0.293965189014254,-0.547180018978553,25.369904813297,16.949194995084,0.0702943168993288,0.0649686451689502,109,87,0,3,104,81,104,82,0,0,1,0.98780487804878,109,87,0,3,101,80,104,82,0,0,0.971153846153846,0.975609756097561,103,81,-102.95312500122,-0.253214829964299,es,article,newspaper,artículo,periódico,artículoperiódico
permanecer,570.505696630168,620.012207796247,-0.340922035092156,-0.0962879868567551,22.0099993064318,21.8452926329772,0.0896345899923099,0.0904487856213384,95,81,2,3,89,77,90,78,1,1,0.988888888888889,0.987179487179487,94,82,3,2,88,71,90,79,1,0,0.977777777777778,0.89873417721519,89,77,49.5065111660795,0.2446340482354,es,stay,remain,quedarse,permanecer,quedarsepermanecer
perseguir,607.030886393952,655.347977776499,-0.395569947516893,-0.198297230316818,21.449869198944,32.0559126576462,0.0612170454284969,0.100339219926695,92,98,2,2,88,90,89,93,0,1,0.98876404494382,0.967741935483871,92,98,2,2,88,93,89,93,0,1,0.98876404494382,1,88,90,48.317091382547,0.197272717200076,es,follow,chase,seguir,perseguir,seguirperseguir
personalidad,541.637303588515,556.76845743703,-0.452974102167556,-0.434277028111351,18.3437668801337,15.877127910635,0.0697927313719049,0.0627701824389684,116,98,4,1,112,94,113,94,0,0,0.991150442477876,1,116,98,4,1,110,92,113,94,0,0,0.973451327433628,0.978723404255319,112,94,15.1311538485152,0.0186970740562052,es,character,personality,carácter,personalidad,carácterpersonalidad
perspectiva,615.572890242881,661.708868130804,-0.231694618818839,-0.134884696100217,28.6911071891953,24.8459284376798,0.0911123355151345,0.0602506109183041,88,100,1,1,82,91,83,92,0,0,0.987951807228916,0.989130434782609,88,100,1,1,80,88,83,92,0,0,0.963855421686747,0.956521739130435,82,91,46.1359778879221,0.0968099227186225,es,view,perspective,vista,perspectiva,vistaperspectiva
perímetro,606.864940283691,670.187963633098,-0.276549017866721,-0.0649322001868971,18.4052690065332,22.0792739077596,0.0791706242319,0.0700305965801199,79,124,0,0,67,110,69,117,0,0,0.971014492753623,0.94017094017094,79,124,0,0,69,116,69,117,0,0,1,0.991452991452991,67,110,63.3230233494071,0.211616817679824,es,radius,perimeter,radio,perímetro,radioperímetro
período,560.760762888175,589.409827168798,-0.446105395964895,-0.353776578572923,19.5823746779933,18.500025105343,0.0677404068848031,0.0796917777765079,101,91,2,1,97,82,98,82,1,1,0.989795918367347,1,101,92,2,0,94,78,98,83,1,0,0.959183673469388,0.939759036144578,97,81,28.6490642806232,0.092328817391972,es,phase,period,fase,período,faseperíodo
pesadamente,746.525146319729,833.252208688008,0.277735715040059,0.67529012811084,27.150626826183,27.0244683927812,0.091882171587766,0.109466736915941,126,129,2,4,123,115,125,124,0,0,0.984,0.92741935483871,126,129,2,4,123,115,125,124,0,0,0.984,0.92741935483871,123,115,86.7270623682792,0.397554413070781,es,heavy,heavily,pesado,pesadamente,pesadopesadamente
pesca,505.85318181552,569.413634169576,-0.67653873436374,-0.460422693507757,12.2326267178885,17.498389518652,0.0496892190972026,0.0777505427895855,83,90,2,1,77,82,77,82,0,0,1,1,82,90,3,1,74,81,76,82,1,0,0.973684210526316,0.98780487804878,77,82,63.5604523540557,0.216116040855983,es,hunting,fishing,caza,pesca,cazapesca
petróleo,561.439206343956,556.278354838825,-0.384287820534962,-0.409458370254217,11.0941260517284,12.6000821014963,0.0442571955565401,0.0568128325724941,131,96,1,0,126,93,128,96,1,0,0.984375,0.96875,132,96,0,0,125,94,129,96,0,0,0.968992248062015,0.979166666666667,126,93,-5.16085150513038,-0.0251705497192545,es,coal,oil,carbón,petróleo,carbónpetróleo
pez,500.713543695847,545.369244893218,-0.601956199573784,-0.498803508318913,14.7555449692112,17.1871128027054,0.066929392518407,0.0636068443854602,106,103,0,1,103,98,103,101,0,0,1,0.97029702970297,106,103,0,1,101,99,103,101,0,0,0.980582524271845,0.98019801980198,103,98,44.6557011973706,0.103152691254871,es,shark,fish,tiburón,pez,tiburónpez
piedra,502.945928561097,543.374189653644,-0.716805709845062,-0.477045041807758,15.2037630641615,16.5885323038913,0.0515930992948,0.0669764932907899,133,123,2,0,126,116,127,119,1,0,0.992125984251969,0.974789915966387,133,123,2,0,126,105,127,119,1,0,0.992125984251969,0.88235294117647,126,116,40.4282610925468,0.239760668037304,es,rock,stone,roca,piedra,rocapiedra
piloto,514.193818200505,582.474304797411,-0.639260903936594,-0.349970483584135,11.0458637910453,21.1919441188989,0.0369198649103889,0.0741657123572093,161,118,1,1,154,105,154,107,0,1,1,0.981308411214953,161,119,1,0,151,97,154,108,0,0,0.980519480519481,0.898148148148148,154,105,68.2804865969068,0.289290420352459,es,astronaut,pilot,astronauta,piloto,astronautapiloto
pintor,534.353477282465,570.687746992224,-0.604903457285286,-0.457764404352804,13.9675621412891,22.2343786672825,0.0538661992437136,0.0731947309797262,98,85,3,4,88,83,89,83,0,1,0.98876404494382,1,98,85,3,4,87,82,89,83,0,1,0.97752808988764,0.987951807228916,88,83,36.3342697097595,0.147139052932482,es,artist,painter,artista,pintor,artistapintor
pistola,545.768789483119,593.054777814508,-0.554885582638739,-0.387100024804728,12.9274564886485,25.108413230319,0.0511464772955468,0.0769101743802804,124,88,4,1,114,81,116,81,0,1,0.982758620689655,1,124,86,4,3,85,76,116,79,0,3,0.732758620689655,0.962025316455696,114,81,47.2859883313881,0.167785557834011,es,rifle,gun,rifle,pistola,riflepistola
planificación,618.589475029775,648.388027019316,-0.303844338439652,-0.153428041457433,26.0182297555812,25.2725305853243,0.0750906394100141,0.0930282031261833,83,79,1,1,81,74,82,74,0,0,0.98780487804878,1,83,79,1,1,82,68,82,74,0,0,1,0.918918918918919,80,74,29.7985519895412,0.150416296982219,es,preparation,planning,preparación,planificación,preparaciónplanificación
plata,478.549219866578,531.361179230165,-0.889865880152409,-0.627907785678955,9.55408239908046,15.9880752280774,0.0387542375131414,0.0607155701414721,147,113,3,0,141,106,141,107,0,0,1,0.990654205607477,147,113,3,0,132,100,141,107,0,0,0.936170212765957,0.934579439252336,141,106,52.8119593635865,0.261958094473454,es,golden,silver,oro,plata,oroplata
plato,599.060592917527,503.653408158665,-0.394582167292027,-0.647872387040075,20.2893749124761,12.6292847867951,0.0695725147404562,0.0608538736443311,119,104,1,2,113,98,115,102,1,1,0.982608695652174,0.96078431372549,118,104,2,2,65,97,114,102,2,1,0.570175438596491,0.950980392156863,113,98,-95.4071847588624,-0.253290219748048,es,bowl,plate,bol,plato,bolplato
plausible,828.235310351434,758.601089571698,0.368375999110019,0.308289226952271,38.5206092464506,37.520394690708,0.109728705581636,0.125368466284498,159,94,4,0,87,67,150,86,3,0,0.58,0.77906976744186,162,94,1,0,151,83,153,86,0,0,0.986928104575163,0.965116279069767,87,67,-69.6342207797366,-0.060086772157748,es,explanation,plausible,explicación,plausible,explicaciónplausible
plástico,551.501985078404,582.303049514971,-0.508219006563735,-0.409421674957422,17.6495062302715,24.6655247268682,0.0863677652525635,0.0936676458669558,141,104,3,0,135,101,135,101,0,0,1,1,140,103,4,1,132,98,134,100,1,1,0.985074626865672,0.98,134,101,30.8010644365665,0.0987973316063127,es,cement,plastic,cemento,plástico,cementoplástico
poblado,539.245361450179,626.553719102623,-0.417224726578999,-0.248396654984088,12.0273096010564,23.4846380846365,0.0612513582115834,0.0732373416236564,174,94,0,0,166,89,168,90,0,0,0.988095238095238,0.988888888888889,174,94,0,0,151,88,168,90,0,0,0.898809523809524,0.977777777777778,166,89,87.3083576524438,0.168828071594911,es,camp,village,acampar,poblado,acamparpoblado
poema,536.860210529044,574.14071427896,-0.395169560111098,-0.434507853767578,18.1656561415973,14.1695667155785,0.0746826893095963,0.0518844466102618,98,107,0,0,95,105,97,106,0,0,0.979381443298969,0.990566037735849,98,107,0,0,91,106,97,106,0,0,0.938144329896907,1,95,105,37.280503749916,-0.0393382936564804,es,text,poem,texto,poema,textopoema
polvo,564.399067412926,503.979176471202,-0.410891961869346,-0.740198259080811,21.1518642798512,13.6284771582476,0.0878406991140655,0.0426618757574935,96,122,2,1,89,119,91,119,1,1,0.978021978021978,1,96,122,2,1,80,116,91,119,1,1,0.879120879120879,0.974789915966387,89,119,-60.4198909417232,-0.329306297211465,es,ash,dust,ceniza,polvo,cenizapolvo
polvoriento,710.365679008328,798.298974985506,0.207947078174791,0.383988398533548,23.3373126833794,31.832753286365,0.083521807035448,0.102564313548373,96,95,1,0,81,80,95,88,0,0,0.852631578947368,0.909090909090909,96,95,1,0,85,87,95,88,0,0,0.894736842105263,0.988636363636364,81,80,87.9332959771774,0.176041320358757,es,rusty,dusty,oxidado,polvoriento,oxidadopolvoriento
política,504.149329279446,536.648032262065,-0.654021253044872,-0.5542574268935,10.9188967494942,18.3753609367963,0.0470234281571283,0.056669290644726,86,96,2,2,82,93,82,95,1,0,1,0.978947368421053,86,96,2,2,80,90,82,95,1,0,0.975609756097561,0.947368421052632,82,93,32.4987029826196,0.0997638261513728,es,journalism,politics,periodismo,política,periodismopolítica
políticamente,558.653447609201,678.622578963048,-0.506442848905231,-0.00911331855777575,18.3211649662462,24.952054585966,0.0515647564939123,0.0949559348367084,111,80,2,1,105,76,105,77,1,1,1,0.987012987012987,110,81,3,0,101,77,104,78,2,0,0.971153846153846,0.987179487179487,105,76,119.969131353847,0.497329530347455,es,critical,political,críticamente,políticamente,críticamentepolíticamente
político,502.001415256089,527.856024367499,-0.646282781298618,-0.61078908245843,15.5239056432668,10.7805685910007,0.0662456273543553,0.0451538425800773,120,88,1,1,118,83,118,84,0,0,1,0.988095238095238,119,87,2,2,117,83,117,83,1,1,1,1,118,82,25.85460911141,0.0354936988401883,es,policy,politician,política,político,políticapolítico
poner,536.694686031467,575.768784807867,-0.584871609310186,-0.481432361603785,17.8008784897644,17.6836872154841,0.0621035342537725,0.0725756323400473,95,84,2,0,86,80,87,80,2,0,0.988505747126437,1,94,84,3,0,85,76,87,80,2,0,0.977011494252874,0.95,86,79,39.0740987764007,0.103439247706401,es,insert,put,insertar,poner,insertarponer
posibilidad,545.300812504896,667.381905270016,-0.593217650152016,-0.155641648839413,15.5072000802922,31.3053969697488,0.0508944385238397,0.090245735915562,102,97,1,1,96,95,97,95,0,1,0.989690721649485,1,102,96,1,2,96,91,97,94,0,2,0.989690721649485,0.968085106382979,96,95,122.081092765119,0.437576001312603,es,chance,possibility,oportunidad,posibilidad,oportunidadposibilidad
posición,634.745364581554,582.889782587083,-0.168221848833775,-0.440385799756192,21.3716230273623,26.1854157747002,0.0812354831276443,0.0670351363469204,103,74,3,3,96,69,97,70,0,2,0.989690721649485,0.985714285714286,103,74,3,3,54,70,97,70,0,2,0.556701030927835,1,96,69,-51.8555819944717,-0.272163950922416,es,status,position,status,posición,statusposición
precio,566.552685736435,561.703822779522,-0.546889825104355,-0.512430738678199,39.370690363127,15.905883354932,0.0821510647483135,0.0520226634180753,74,163,0,1,70,158,71,159,0,0,0.985915492957746,0.993710691823899,74,163,0,1,68,152,71,159,0,0,0.957746478873239,0.955974842767296,70,158,-4.84886295691297,0.0344590864261566,es,value,price,valor,precio,valorprecio
premio,636.002560457269,505.003017694334,-0.300740366403604,-0.589555629929436,35.4375544302776,10.3442349307287,0.119488962857738,0.0429530342050187,98,116,1,1,91,113,93,113,0,0,0.978494623655914,1,98,116,1,1,69,109,93,113,0,0,0.741935483870968,0.964601769911504,91,113,-130.999542762935,-0.288815263525831,es,nobel,prize,nobel,premio,nobelpremio
preparado,577.102851079062,629.152413763815,-0.34664409054114,-0.27358405761049,20.613747081586,28.447017414697,0.0656595659181053,0.0796525943948582,102,95,1,3,95,87,97,87,1,1,0.979381443298969,1,103,95,0,3,95,86,98,87,0,1,0.969387755102041,0.988505747126437,94,87,52.0495626847527,0.07306003293065,es,ready,prepare,listo,preparado,listopreparado
presidente,566.201898286292,576.143115398058,-0.526869322239512,-0.360396892259527,17.2732440453279,20.8541840111392,0.0609194683344073,0.0800196212012512,185,79,3,2,177,78,177,78,0,0,1,1,185,80,3,1,125,67,177,78,0,0,0.706214689265537,0.858974358974359,177,78,9.9412171117666,0.166472429979985,es,chancellor,president,canciller,presidente,cancillerpresidente
presión,549.184731166267,546.37599310733,-0.517876056928836,-0.471417055927146,18.6440996083495,14.5371376774859,0.065790575178088,0.0564851644617557,96,156,0,1,93,145,93,146,0,1,1,0.993150684931507,96,156,0,1,90,140,93,146,0,1,0.967741935483871,0.958904109589041,93,145,-2.80873805893646,0.04645900100169,es,pulse,pressure,pulso,presión,pulsopresión
primario,562.185106068552,552.585619463738,-0.458339330236867,-0.490339472304691,23.2984096804725,17.0779757575076,0.0862553872139365,0.0566212366767899,144,115,6,0,132,113,133,113,2,0,0.992481203007519,1,145,115,5,0,130,106,134,113,1,0,0.970149253731343,0.938053097345133,132,113,-9.59948660481405,-0.0320001420678241,es,secondary,primary,secundario,primario,secundarioprimario
primo,517.501747754743,545.472311709533,-0.58940416629722,-0.589715625844006,10.8173376154137,24.6903595333899,0.0476127836077056,0.0741508320228514,120,81,1,0,111,77,111,79,0,0,1,0.974683544303797,120,81,1,0,109,76,111,79,0,0,0.981981981981982,0.962025316455696,111,77,27.9705639547899,-0.000311459546785242,es,relative,cousin,pariente,primo,parienteprimo
prisionero,596.375735658274,655.95947127083,-0.339043634278403,-0.183133792763142,17.6491230615712,26.4106132537335,0.0590682731388863,0.0804981111917153,97,92,1,0,87,87,90,88,0,0,0.966666666666667,0.988636363636364,97,92,1,0,70,83,90,88,0,0,0.777777777777778,0.943181818181818,87,87,59.5837356125554,0.155909841515261,es,hostage,prisoner,rehén,prisionero,rehénprisionero
prisión,553.160150937872,654.318144335821,-0.550814644384974,-0.172910939662369,23.5280544839903,25.2708899573331,0.0668618799455043,0.0846385737214201,115,104,4,1,106,97,107,99,1,1,0.990654205607477,0.97979797979798,116,103,3,2,105,71,107,98,1,2,0.981308411214953,0.724489795918367,106,97,101.157993397949,0.377903704722604,es,penalty,imprisonment,pena,prisión,penaprisión
probable,561.998183100011,591.386431543626,-0.402139104085785,-0.266537191900186,23.5971495216188,24.3965610230858,0.0762231999326297,0.0938824505585029,72,96,3,3,71,95,71,96,1,1,1,0.989583333333333,72,96,3,3,69,94,71,96,1,1,0.971830985915493,0.979166666666667,71,95,29.388248443615,0.135601912185599,es,probability,likely,posible,probable,posibleprobable
probablemente,591.205631574562,637.189448263021,-0.330541543095479,-0.156634262791192,18.8132336170202,23.1648882905744,0.0604903437828101,0.0859507855752341,121,92,4,2,114,87,114,87,1,1,1,1,121,91,4,3,113,86,114,86,1,2,0.991228070175439,1,114,87,45.9838166884585,0.173907280304287,es,maybe,probably,quizás,probablemente,quizásprobablemente
probar,561.083078934493,582.979652190322,-0.452474388153886,-0.479928369349579,19.2520948511963,40.904963207826,0.0742217040064507,0.150918314268227,119,70,0,1,114,69,114,69,0,0,1,1,119,70,0,1,113,67,114,69,0,0,0.991228070175439,0.971014492753623,114,69,21.8965732558294,-0.027453981195693,es,experiment,test,experimentar,probar,experimentarprobar
problema,560.761087380418,532.910604165261,-0.513361345302562,-0.60660000076379,18.5657903419419,14.7317993562854,0.0670179688623284,0.0509779673782717,110,105,0,2,103,96,103,96,0,0,1,1,110,105,0,2,102,96,103,96,0,0,0.990291262135922,1,103,96,-27.8504832151571,-0.0932386554612278,es,trouble,problem,contratiempo,problema,contratiempoproblema
procedimiento,635.157259027212,658.301450980902,-0.297500039225309,-0.000858599407617582,15.3839241535355,19.2802508545875,0.0429272420490009,0.0629521449531353,171,162,2,2,166,153,167,153,0,0,0.994011976047904,1,171,162,2,2,164,153,167,153,0,0,0.982035928143713,1,166,153,23.1441919536908,0.296641439817691,es,process,procedure,proceso,procedimiento,procesoprocedimiento
producción,555.971409640116,645.492534266166,-0.389256523413857,-0.13199008967133,17.8956656406993,30.8048645094891,0.0654360123813743,0.0880679255368318,86,83,2,2,83,73,84,77,0,0,0.988095238095238,0.948051948051948,87,83,1,2,80,74,84,77,0,0,0.952380952380952,0.961038961038961,83,73,89.5211246260494,0.257266433742526,es,factory,production,fábrica,producción,fábricaproducción
producir,524.704310314902,574.884515488429,-0.537463261444905,-0.259018085996944,12.3148166149028,18.7977280789551,0.0551523448166089,0.0845366009001324,92,103,1,2,87,98,89,99,1,1,0.97752808988764,0.98989898989899,93,103,0,2,86,58,90,99,0,1,0.955555555555556,0.585858585858586,87,97,50.1802051735268,0.278445175447962,es,create,produce,crear,producir,crearproducir
producto,522.239073520951,512.56741508448,-0.59919600216655,-0.634582612272796,12.0177809408989,12.1555863268672,0.0505207026489316,0.0450927803799379,141,109,4,2,137,106,140,107,3,0,0.978571428571429,0.990654205607477,142,109,3,2,134,106,141,107,2,0,0.950354609929078,0.990654205607477,136,106,-9.67165843647103,-0.0353866101062458,es,brand,product,marca,producto,marcaproducto
profesional,581.720329266031,586.942728141841,-0.456159588544115,-0.436475302239134,25.5113583666938,20.824902447735,0.0808000812278404,0.0786251186628358,93,107,2,5,82,103,84,103,0,2,0.976190476190476,1,93,108,2,4,81,104,84,104,0,1,0.964285714285714,1,82,103,5.22239887580974,0.0196842863049819,es,amateur,professional,aficionado,profesional,aficionadoprofesional
profesor,546.602913470812,556.590991078967,-0.504135843645742,-0.495045107939434,23.2889427876827,17.7906764535476,0.0870079461255547,0.0698537158124534,111,117,1,1,104,112,105,113,1,0,0.99047619047619,0.991150442477876,111,117,1,1,86,109,105,113,1,0,0.819047619047619,0.964601769911504,104,112,9.98807760815544,0.00909073570630831,es,dean,professor,decano,profesor,decanoprofesor
progenitor,689.03491836629,649.785311725895,0.0587041613685355,-0.0697892439896765,26.0022628319303,21.2301906107823,0.0944261419066461,0.107464127120083,105,85,1,1,98,77,100,79,0,0,0.98,0.974683544303797,105,85,1,1,99,79,100,79,0,0,0.99,1,98,77,-39.249606640395,-0.128493405358212,es,adult,parent,adulto,progenitor,adultoprogenitor
programa,578.185199990046,604.567774782442,-0.511914666634292,-0.433244746200538,35.9398456955681,23.5714478668786,0.087253837007697,0.0679691503212576,74,115,2,7,71,111,71,112,0,1,1,0.991071428571429,73,115,3,7,69,108,70,112,1,1,0.985714285714286,0.964285714285714,70,111,26.3825747923959,0.0786699204337539,es,project,program,proyecto,programa,proyectoprograma
promesa,539.210543467722,516.221609182375,-0.61291493007754,-0.519727905305532,12.2846902945654,13.0598135897572,0.0421009194893918,0.0552190647380382,141,91,2,0,139,87,140,88,1,0,0.992857142857143,0.988636363636364,142,91,1,0,137,85,141,88,0,0,0.971631205673759,0.965909090909091,138,87,-22.9889342853464,0.0931870247720085,es,guarantee,promise,garantía,promesa,garantíapromesa
promesa.1,501.025568183396,574.331712637539,-0.685979555899701,-0.366595179252473,14.0146716965194,25.1503047313673,0.0521273418258879,0.0883107470017211,89,91,0,1,88,87,88,87,0,0,1,1,88,90,1,2,85,86,88,86,0,1,0.965909090909091,1,88,87,73.3061444541429,0.319384376647228,es,swear,oath,jurar,promesa,jurarpromesa
propietario,582.886598289187,664.429317453407,-0.359157139038759,-0.254162982330541,13.6879138449135,30.767702119702,0.0493634613594822,0.0727180159412083,120,67,1,1,117,63,117,63,0,0,1,1,120,67,1,1,104,59,117,63,0,0,0.888888888888889,0.936507936507937,117,63,81.5427191642193,0.104994156708218,es,tenant,landlord,inquilino,propietario,inquilinopropietario
proporcionar,644.609090903465,676.155756937959,-0.0715914484962941,-0.0219033112618204,26.5300120788084,21.3535544003557,0.0882352249411005,0.0645896996757725,82,152,1,0,77,144,80,145,1,0,0.9625,0.993103448275862,82,152,1,0,78,134,80,145,1,0,0.975,0.924137931034483,77,144,31.546666034494,0.0496881372344737,es,enable,provide,habilitar,proporcionar,habilitarproporcionar
protocolo,617.787844037318,639.707357142106,-0.183564731342131,-0.172064133038714,17.7662409332172,19.4405297985275,0.0648204388908535,0.0851590409431179,113,78,0,1,109,70,112,72,0,1,0.973214285714286,0.972222222222222,113,78,0,1,109,70,112,72,0,1,0.973214285714286,0.972222222222222,109,70,21.9195131047877,0.0115005983034171,es,rule,protocol,regla,protocolo,reglaprotocolo
prototipo,618.734421051271,670.606556243708,-0.273926721169432,-0.0678295167039622,21.8970058357177,21.4094795822009,0.0715216665195782,0.0909711153729022,85,170,2,3,76,160,79,163,0,1,0.962025316455696,0.98159509202454,85,170,2,3,79,161,79,163,0,1,1,0.987730061349693,76,160,51.8721351924365,0.20609720446547,es,model,prototype,modelo,prototipo,modeloprototipo
prueba,517.493999995442,523.340612878601,-0.704538882359535,-0.591711193218705,17.660793381025,13.2285008057785,0.0679271884058723,0.0416759850413251,134,94,3,0,130,93,130,93,0,0,1,1,134,94,3,0,130,86,130,93,0,0,1,0.924731182795699,130,93,5.84661288315863,0.112827689140829,es,evidence,proof,evidencia,prueba,evidenciaprueba
prácticamente,587.929437502198,642.744524758215,-0.457692974775686,-0.194589602888387,13.7739759011661,22.9189574409054,0.0397341845739483,0.0837405802543822,107,113,5,2,96,101,97,104,0,1,0.989690721649485,0.971153846153846,107,114,5,1,94,104,97,105,0,0,0.969072164948454,0.99047619047619,96,101,54.8150872560171,0.263103371887299,es,literally,practically,literalmente,prácticamente,literalmenteprácticamente
préstamo,572.754415828187,613.813622224244,-0.442646666816651,-0.314743884057185,17.0707065083201,16.3236952577274,0.0466689063799593,0.057201572708069,105,96,2,3,101,90,103,91,0,0,0.980582524271845,0.989010989010989,105,96,2,3,103,74,103,91,0,0,1,0.813186813186813,101,90,41.0592063960571,0.127902782759466,es,credit,loan,crédito,préstamo,créditopréstamo
príncipe,521.37333914536,548.609386377755,-0.686407872263536,-0.518865345966037,14.0075289794156,13.4205569227949,0.0460797623443406,0.0547958593049582,120,137,1,4,115,133,115,133,0,0,1,1,120,136,1,5,111,129,115,132,0,1,0.965217391304348,0.977272727272727,115,132,27.2360472323945,0.1675425262975,es,princess,prince,princesa,príncipe,princesapríncipe
psicología,558.214312925463,599.768150705491,-0.472575935342333,-0.376689623506069,14.6388819492126,22.0824778898645,0.0469965218378895,0.0694889728860686,151,76,1,0,147,73,149,73,0,0,0.986577181208054,1,151,76,1,0,146,65,149,73,0,0,0.979865771812081,0.89041095890411,147,73,41.553837780028,0.0958863118362645,es,anatomy,psychology,anatomía,psicología,anatomíapsicología
psicológico,625.224450314806,617.006719589726,-0.180560043590564,-0.32218265312074,20.1972904878686,16.6424723950052,0.0864757956026074,0.0491755188078608,164,113,2,3,151,107,152,107,1,1,0.993421052631579,1,164,113,2,3,149,106,152,108,1,0,0.980263157894737,0.981481481481482,151,107,-8.21773072507983,-0.141622609530176,es,medical,psychological,médico,psicológico,médicopsicológico
pueblo,541.280345683746,548.346718783924,-0.600518663944759,-0.500639084086805,24.4779493060631,24.0955969216842,0.102219956694579,0.0832231146535205,82,101,1,1,81,96,81,97,0,0,1,0.989690721649485,82,101,1,1,77,91,81,97,0,0,0.950617283950617,0.938144329896907,81,96,7.06637310017811,0.0998795798579531,es,population,people,población,pueblo,poblaciónpueblo
puerta,507.642475243339,526.117343502776,-0.672440564200184,-0.631304564164787,12.474431821397,15.4476562860619,0.0468589313879632,0.0577580742735995,105,136,0,2,101,131,104,134,0,1,0.971153846153846,0.977611940298508,105,137,0,1,102,134,104,135,0,0,0.980769230769231,0.992592592592593,101,131,18.474868259437,0.0411360000353967,es,portal,gate,portal,puerta,portalpuerta
puerta.1,519.495087925391,530.19978632399,-0.621125923888354,-0.630800164983403,15.5191412074656,13.5299096410495,0.0729315684491041,0.0510744815083648,92,124,0,2,91,117,91,117,0,1,1,1,92,123,0,3,88,112,91,116,0,2,0.967032967032967,0.96551724137931,91,117,10.7046983985989,-0.00967424109504877,es,window,door,ventana,puerta,ventanapuerta
puerto,556.501205600297,543.741629042846,-0.525879772785412,-0.57739097156894,26.9803431038694,18.3256399491317,0.0940464336987986,0.0520874397996176,114,134,0,2,107,125,108,128,0,0,0.990740740740741,0.9765625,114,134,0,2,95,124,108,128,0,0,0.87962962962963,0.96875,107,124,-12.7595765574505,-0.0515111987835282,es,bay,harbor,bahía,puerto,bahíapuerto
pulgar,542.241146065051,638.250773978774,-0.4837799360256,-0.178019038140511,16.921330426571,23.6905940025819,0.0703797166271634,0.0884618075634435,92,165,4,0,89,146,89,154,3,0,1,0.948051948051948,92,164,4,1,84,143,89,153,3,1,0.943820224719101,0.934640522875817,89,146,96.0096279137231,0.305760897885089,es,finger,thumb,dedo,pulgar,dedopulgar
pulsar,551.73697661261,558.784741495088,-0.530527091118855,-0.498175551954814,18.2143231537195,15.5900044368488,0.0618485246817453,0.0559089515863257,180,154,0,2,171,147,173,147,0,0,0.988439306358382,1,180,154,0,2,169,139,173,147,0,0,0.976878612716763,0.945578231292517,171,147,7.04776488247819,0.032351539164041,es,button,press,botón,pulsar,botónpulsar
pájaro,527.392011510716,546.467953495087,-0.629862772183925,-0.452275171258602,14.7464822385997,18.3333632257416,0.0580522380352154,0.077992001117354,93,91,2,2,87,86,90,89,0,0,0.966666666666667,0.966292134831461,93,91,2,2,84,72,90,89,0,0,0.933333333333333,0.808988764044944,87,86,19.0759419843711,0.177587600925323,es,butterfly,bird,mariposa,pájaro,mariposapájaro
párrafo,517.829966109582,577.62704167249,-0.653576674198215,-0.381637640576779,15.0724094297025,15.8815294141311,0.044815617774983,0.0551093380395192,123,104,0,4,118,96,119,99,0,2,0.991596638655462,0.96969696969697,122,105,1,3,116,99,118,100,1,1,0.983050847457627,0.99,118,96,59.7970755629083,0.271939033621436,es,section,paragraph,sección,párrafo,secciónpárrafo
píldora,617.240491216512,613.199609995026,-0.366824509664958,-0.153597905791194,14.6219337123625,15.7476674221855,0.049162456810282,0.070219861451328,122,107,0,2,115,100,115,105,0,0,1,0.952380952380952,122,107,0,2,113,103,115,105,0,0,0.982608695652174,0.980952380952381,114,100,-4.04088122148585,0.213226603873765,es,tablet,pill,pastilla,píldora,pastillapíldora
póquer,775.231131159181,789.589052084221,0.367105217119416,0.733886755487892,30.1750980034719,35.7858727093482,0.0993472468390827,0.161457735871924,88,128,1,1,61,96,82,125,0,1,0.74390243902439,0.768,88,128,1,1,82,122,82,125,0,1,1,0.976,61,96,14.3579209250403,0.366781538368476,es,gambling,poker,apuestas,póquer,apuestaspóquer
queso,481.466855654561,522.571123605797,-0.711355878673753,-0.631559524844748,27.1929139988065,12.5755548447495,0.133648569661209,0.0472707099691872,104,92,0,1,97,89,99,90,0,1,0.97979797979798,0.988888888888889,104,92,0,1,95,89,99,90,0,1,0.95959595959596,0.988888888888889,97,89,41.104267951236,0.079796353829005,es,bread,cheese,pan,queso,panqueso
