target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,th_cue,th_target,th_word_combo,unrelated_th_cue
เกี่ยวกับช่องท้อง,744.645000005941,681.194749975402,-0.032486496206325,-0.188482402536674,41.978427783669,93.9753372395626,0.194889044810679,0.282369411229952,4,4,0,0,4,4,4,4,0,0,1,1,4,4,0,0,4,4,4,4,0,0,1,1,4,4,-63.4502500305388,-0.155995906330349,th,spinal,abdominal,เกี่ยวกับกระดูกสันหลัง,เกี่ยวกับช่องท้อง,เกี่ยวกับกระดูกสันหลังเกี่ยวกับช่องท้อง,เกี่ยวกับเคมี
เกี่ยวกับนิวเคลียร์,695.688000004808,1246.77319999998,0.0369862707730823,1.87175617334464,45.5610645166249,291.35517383792,0.203930654474292,0.939500019234829,5,5,0,0,5,5,5,5,0,0,1,1,5,5,0,0,4,5,5,5,0,0,0.8,1,5,5,551.085199995176,1.83476990257156,th,atomic,nuclear,เกี่ยวกับปรมาณู,เกี่ยวกับนิวเคลียร์,เกี่ยวกับปรมาณูเกี่ยวกับนิวเคลียร์,จงรักภักดี
เกี่ยวกับฝรั่งเศส,911.746250011921,808.653500023924,0.721663401184739,0.555716652624396,263.724175218537,82.4519494418699,0.978179033477494,0.198909647726536,4,4,0,1,4,4,4,4,0,0,1,1,4,4,0,1,4,4,4,4,0,0,1,1,4,4,-103.092749987997,-0.165946748560343,th,english,french,เกี่ยวกับอังกฤษ,เกี่ยวกับฝรั่งเศส,เกี่ยวกับอังกฤษเกี่ยวกับฝรั่งเศส,ขวา
เกี่ยวกับสมอง,766.543799999124,658.524666666601,0.055799207489959,-0.250288756643796,148.946411077218,151.403782806505,0.478404311954574,0.309723469984201,5,3,1,0,5,3,5,3,0,0,1,1,5,3,1,0,4,3,5,3,0,0,0.8,1,5,3,-108.019133332522,-0.306087964133755,th,brain,cerebral,สมอง,เกี่ยวกับสมอง,สมองเกี่ยวกับสมอง,งานอดิเรก
เกี่ยวกับไฟฟ้า,739.862999973772,765.648750017921,-0.0669506527445114,0.542316636680287,84.431708701218,58.4194686363983,0.277338387704346,0.744618599532217,5,4,0,1,5,4,5,4,0,0,1,1,5,4,0,1,5,3,5,4,0,0,1,0.75,5,4,25.7857500441486,0.609267289424799,th,magnetic,electric,เกี่ยวกับแม่เหล็ก,เกี่ยวกับไฟฟ้า,เกี่ยวกับแม่เหล็กเกี่ยวกับไฟฟ้า,ฐานทัพ
เก็บรักษา,547.051799949945,569.221499999985,-0.44717874214025,-0.599758293406326,43.4490695029594,7.22149999998499,0.207741834499973,0.175325054176123,5,2,0,0,5,2,5,2,0,0,1,1,5,2,0,0,5,2,5,2,0,0,1,1,5,2,22.1697000500396,-0.152579551266076,th,hold,keep,ถือ,เก็บรักษา,ถือเก็บรักษา,การบริหารรัฐกิจ
เก้าอี้,504.772599970174,544.747374758619,-0.947029452833185,-0.824756003929204,51.039766622402,77.1272681461934,0.178873304688125,0.128065864141296,5,8,0,0,5,8,5,8,0,0,1,1,5,8,0,0,5,8,5,8,0,0,1,1,5,8,39.974774788445,0.122273448903981,th,table,chair,โต๊ะ,เก้าอี้,โต๊ะเก้าอี้,สังคม
เขียน,467.693999904615,527.430499946371,-0.86990932776426,-0.739234677977567,19.4349999046535,25.3867931196682,0.0199922698994358,0.067962456197399,2,4,0,0,2,4,2,4,0,0,1,1,2,4,0,0,2,4,2,4,0,0,1,1,2,4,59.7365000417556,0.130674649786692,th,read,write,อ่าน,เขียน,อ่านเขียน,ตัวเลือก
เข็มฉีดยา,691.724800008655,613.4087999988,0.0150439066428759,-0.324996443367985,63.1758218343461,39.5778404399009,0.217135750526227,0.174589826186767,5,5,0,0,5,5,5,5,0,0,1,1,5,5,0,0,5,5,5,5,0,0,1,1,5,5,-78.316000009855,-0.340040350010861,th,needle,syringe,เข็ม,เข็มฉีดยา,เข็มเข็มฉีดยา,ลืม
เข่า,490.783499880745,618.674999943396,-0.901833805147198,-0.44340987724918,21.683500071573,106.079030116589,0.00615290776948979,0.289914763515134,2,4,0,0,2,4,2,4,0,0,1,1,2,4,0,0,2,1,2,4,0,0,1,0.25,2,4,127.891500062651,0.458423927898018,th,shoulder,knee,ไหล่,เข่า,ไหล่เข่า,หมิง
เข้าใจ,560.433999881527,540.856714298932,-0.525934895725347,-0.788125198918969,56.1095478666,73.4586912248348,0.276217875451224,0.0925142594563014,4,7,0,0,4,7,4,7,0,0,1,1,4,7,0,0,4,7,4,7,0,0,1,1,4,7,-19.5772855825948,-0.262190303193622,th,realize,understand,ตระหนัก,เข้าใจ,ตระหนักเข้าใจ,ไฟ
เคย,457.588399988995,957.111500028672,-1.02748087521161,0.695464053575808,45.9585556651809,278.921341684416,0.0834478390794237,0.738465043862972,5,4,0,0,5,4,5,4,0,0,1,1,5,4,0,0,5,4,5,4,0,0,1,1,5,4,499.523100039678,1.72294492878741,th,never,ever,ไม่เคย,เคย,ไม่เคยเคย,น้ำตาล
เครื่องจักร,496.542499997013,381.766999991145,-0.832096360889729,-1.27279669779857,28.7572704076115,,0.16484869682398,,4,1,0,1,4,1,4,1,0,0,1,1,4,1,0,1,4,1,4,1,0,0,1,1,4,1,-114.775500005868,-0.440700336908838,th,robot,machine,หุ่นยนต์,เครื่องจักร,หุ่นยนต์เครื่องจักร,ส่องแสง
เครื่องจับเวลา,550.848200004758,576.483166660745,-0.5313167725628,-0.551225785254848,29.6295881842429,46.5620177488454,0.103146840777762,0.11308606415462,5,6,0,1,5,6,5,6,0,0,1,1,5,6,0,1,5,6,5,6,0,0,1,1,5,6,25.6349666559872,-0.0199090126920481,th,detonator,timer,ที่จุดระเบิด,เครื่องจับเวลา,ที่จุดระเบิดเครื่องจับเวลา,พอใจ
เครื่องตรวจบาดแผล,1427.70262502385,937.541750005765,2.26767876551111,0.949401465960525,199.458749178545,151.279992566343,0.662885012487017,0.481946754866622,8,4,0,1,8,4,8,4,0,0,1,1,8,4,0,1,8,4,8,4,0,0,1,1,8,4,-490.160875018083,-1.31827729955058,th,capsule,probe,ยาแคปซูล,เครื่องตรวจบาดแผล,ยาแคปซูลเครื่องตรวจบาดแผล,ความกล้าหาญ
เครื่องถ่ายทอดสัญญาณ,1192.59666664283,905.713749815979,1.47286378645878,0.53761374893193,438.479029185914,88.0795304112028,1.42180297120094,0.344049273796824,3,8,0,0,3,8,3,8,0,0,1,1,3,8,0,0,3,8,3,8,0,0,1,1,3,8,-286.882916826855,-0.935250037526855,th,sensor,transmitter,เซ็นเซอร์,เครื่องถ่ายทอดสัญญาณ,เซ็นเซอร์เครื่องถ่ายทอดสัญญาณ,เศร้า
เครื่องปฏิกรณ์,762.086666657958,1084.51739998115,0.179955303940172,1.10132821658881,107.425070375219,143.487749099077,0.38809517727194,0.552291874164434,6,8,0,0,6,5,6,8,0,0,1,0.625,6,8,0,0,6,8,6,8,0,0,1,1,6,5,322.430733323193,0.921372912648641,th,generator,reactor,เครื่องกำเนิดไฟฟ้า,เครื่องปฏิกรณ์,เครื่องกำเนิดไฟฟ้าเครื่องปฏิกรณ์,เนินเขา
เครื่องยนต์,738.285499993052,652.611333345257,-0.07503303865495,-0.0779204750612414,200.305911581451,139.876372361485,0.540392938104951,0.452005198365709,6,3,0,1,6,3,6,3,0,0,1,1,6,3,0,1,6,3,6,3,0,0,1,1,6,3,-85.6741666477952,-0.00288743640629133,th,tank,engine,รถถัง,เครื่องยนต์,รถถังเครื่องยนต์,ความทุกข์ทรมาน
เคี้ยว,492.279666674663,603.412750011805,-0.759676626631915,-0.807196427088993,39.5191513293595,114.079620059777,0.134905365606301,0.0928236959744694,3,4,1,0,3,4,3,4,0,0,1,1,3,4,1,0,3,4,3,4,0,0,1,1,3,4,111.133083337142,-0.0475198004570776,th,swallow,chew,กลืน,เคี้ยว,กลืนเคี้ยว,อนาคต
เค้ก,746.611599963076,543.078250014165,0.109288082654013,-0.7536859850643,145.777594238255,30.3947223030007,0.569322778012519,0.0322062816816885,5,4,0,0,5,4,5,4,0,0,1,1,5,4,0,0,5,4,5,4,0,0,1,1,5,4,-203.533349948911,-0.862974067718313,th,dessert,cake,ขนมหวาน,เค้ก,ขนมหวานเค้ก,ภูมิภาค
เงิน,502.383000000031,473.568166682904,-0.672598269193634,-0.9427924597808,91.283000023919,44.8735903585151,0.425442945448209,0.145816189264841,2,6,0,0,2,6,2,6,0,0,1,1,2,6,0,0,2,6,2,6,0,0,1,1,2,6,-28.814833317127,-0.270194190587165,th,cash,money,เงินสด,เงิน,เงินสดเงิน,ก้อนเมฆ
เงินกู้,697.029000000155,694.70299999998,-0.327279679560089,-0.216723073164324,103.480254997324,0.702999999979511,0.198192679394751,0.127372783903976,3,2,0,0,3,2,3,2,0,0,1,1,3,2,0,0,3,2,3,2,0,0,1,1,3,2,-2.32600000017578,0.110556606395765,th,credit,loan,สินเชื่อ,เงินกู้,สินเชื่อเงินกู้,อ่าว
เงินดอลลาร์,618.22042854097,732.004249956052,-0.511486586453248,-0.077510098344317,98.5967223354772,94.9341238282314,0.154080386301119,0.209072915576827,7,4,1,0,7,4,7,4,0,0,1,1,7,4,1,0,7,4,7,4,0,0,1,1,7,4,113.783821415081,0.433976488108931,th,pound,dollar,เงินปอนด์,เงินดอลลาร์,เงินปอนด์เงินดอลลาร์,ผู้เขียน
เงินทุน,457.099999952363,647.305749636347,-0.976854715441123,-0.0949480849112094,,96.8478665414771,,0.372898434163098,1,4,0,0,1,4,1,4,0,0,1,1,1,4,0,0,1,3,1,4,0,0,1,0.75,1,4,190.205749683984,0.881906630529914,th,budget,funding,งบประมาณ,เงินทุน,งบประมาณเงินทุน,ปีน
เงินเดือน,586.069600009592,714.925833333332,-0.530598037631526,-0.0538829705695628,58.8730108282507,130.511907060472,0.136678926108205,0.470416655427717,5,6,1,0,5,6,5,6,0,0,1,1,5,6,1,0,5,6,5,6,0,0,1,1,5,6,128.85623332374,0.476715067061963,th,pension,salary,เงินบำนาญ,เงินเดือน,เงินบำนาญเงินเดือน,การบำบัด
เจตนา,466.8529999046,501.037750047632,-0.890450013436739,-0.571947555391576,53.3530000952885,76.5827660916945,0.336625114983245,0.260947831212658,2,4,0,1,2,4,2,4,0,0,1,1,2,4,0,1,2,4,2,4,0,0,1,1,2,4,34.1847501430311,0.318502458045163,th,purpose,intention,วัตถุประสงค์,เจตนา,วัตถุประสงค์เจตนา,ช้อน
เจ็บป่วย,538.541250008944,588.087500017907,-0.69747258166843,-0.316570665031174,39.9245006889457,85.9850029830624,0.116206648244454,0.480954008780784,8,4,0,0,8,4,8,4,0,0,1,1,8,4,0,0,8,4,8,4,0,0,1,1,8,4,49.5462500089632,0.380901916637256,th,ill,sick,ไม่สบาย,เจ็บป่วย,ไม่สบายเจ็บป่วย,พจนานุกรม
เจ้าของ,859.666333333316,633.327857030855,0.268822553637831,-0.346883555156425,433.119718900094,74.6834619973365,1.173898768528,0.233474621446049,3,7,0,1,3,7,3,7,0,0,1,1,3,7,0,1,3,7,3,7,0,0,1,1,3,7,-226.338476302461,-0.615706108794257,th,property,owner,กรรมสิทธิ์,เจ้าของ,กรรมสิทธิ์เจ้าของ,ขนมหวาน
เจ้าของบ้าน,579.1177999857,594.5,-0.349168413497245,-0.610601700162965,41.6374859855792,1.5,0.187202963664036,0.14196323410129,5,2,0,1,5,2,5,2,0,0,1,1,5,2,0,1,5,2,5,2,0,0,1,1,5,2,15.3822000143005,-0.261433286665721,th,tenant,landlord,ผู้เช่า,เจ้าของบ้าน,ผู้เช่าเจ้าของบ้าน,คุ้มกัน
เจ้าชาย,558.633333317489,521.436999970174,-0.585455190684241,-0.643530169070778,47.9541563461103,36.036999982141,0.313478040791819,0.122695938117704,3,2,2,1,3,2,3,2,0,0,1,1,3,2,2,1,3,2,3,2,0,0,1,1,3,2,-37.196333347315,-0.0580749783865365,th,princess,prince,เจ้าหญิง,เจ้าชาย,เจ้าหญิงเจ้าชาย,ปฏิทิน
เจ้านาย,577.720000042871,696.167250002996,-0.424853711462191,-0.511032225375723,91.9875333107577,126.615548211696,0.349439259455488,0.107351808298633,4,4,0,0,4,4,4,4,0,0,1,1,4,4,0,0,3,4,4,4,0,0,0.75,1,4,4,118.447249960125,-0.0861785139135319,th,manager,boss,ผู้จัดการ,เจ้านาย,ผู้จัดการเจ้านาย,วิกฤต
เจ้าฟ้า,760.350999996394,511.094250024224,0.241134717408003,-0.781460041278579,208.07000000435,28.6435148729376,0.749152618995218,0.102092950252226,2,5,0,0,2,4,2,4,0,0,1,1,2,5,0,0,2,4,2,4,0,0,1,1,2,4,-249.25674997217,-1.02259475868658,th,majesty,highness,พระเจ้าแผ่นดิน,เจ้าฟ้า,พระเจ้าแผ่นดินเจ้าฟ้า,ถ่านหิน
เจ้าสาว,625,690.723600024386,-0.370798580394939,-0.0357002779930415,,162.611794048524,,0.660453672295678,1,5,0,0,1,5,1,5,0,0,1,1,1,5,0,0,1,5,1,5,0,0,1,1,1,5,65.7236000243864,0.335098302401897,th,groom,bride,เจ้าบ่าว,เจ้าสาว,เจ้าบ่าวเจ้าสาว,ทางทิศใต้
เฉลียวฉลาด,740.735857089956,509.144999996992,0.043298105877789,-0.363072827982169,152.586817764272,,0.465536560228593,,7,1,0,0,7,1,7,1,0,0,1,1,7,1,0,0,7,1,7,1,0,0,1,1,7,1,-231.590857092964,-0.406370933859958,th,smart,intelligent,ฉลาด,เฉลียวฉลาด,ฉลาดเฉลียวฉลาด,ตุ๊กตา
เชิงลบ,567.070571448579,737.572333320592,-0.922285545202114,-0.126767862703185,68.7663727239198,87.1621660876983,0.10459251888347,0.364777029077469,7,6,1,0,7,6,7,6,0,0,1,1,7,6,1,0,7,5,7,6,0,0,1,0.833333333333333,7,6,170.501761872013,0.795517682498929,th,positive,negative,เชิงบวก,เชิงลบ,เชิงบวกเชิงลบ,สสาร
เชือก,906.099999976112,607.058166669162,0.51751418921794,-0.363248779387419,,80.3124273622345,,0.257445494773976,1,6,1,0,1,6,1,6,0,0,1,1,1,6,1,0,1,6,1,6,0,0,1,1,1,6,-299.04183330695,-0.880762968605359,th,chain,rope,โซ่,เชือก,โซ่เชือก,สีน้ำตาล
เชื่อ,468.724666665594,694.711333150568,-0.994222117018643,-0.156170416652129,64.1903564248023,125.305697887596,0.147516270789198,0.318119707701281,6,6,0,1,6,6,6,6,0,0,1,1,6,6,0,1,6,6,6,6,0,0,1,1,6,6,225.986666484974,0.838051700366515,th,trust,believe,เชื่อใจ,เชื่อ,เชื่อใจเชื่อ,ความสยองขวัญ
เชื้อเพลิง,1136.50000000023,611.036199995607,1.48495154153964,-0.429948540924884,493.499999999767,86.0069012415812,1.60878875361399,0.278323724847331,2,5,0,0,2,5,2,5,0,0,1,1,2,5,0,0,2,5,2,5,0,0,1,1,2,5,-525.463800004626,-1.91490008246452,th,gas,fuel,แก๊ส,เชื้อเพลิง,แก๊สเชื้อเพลิง,ยาเม็ด
เช่า,493.754999986274,522.415999968032,-0.711095398186057,-0.453270152335118,39.0413752009991,60.8491083607016,0.124099427891668,0.100450776646469,9,3,0,0,9,3,9,3,0,0,1,1,9,3,0,0,8,3,9,3,0,0,0.888888888888889,1,9,3,28.6609999817575,0.25782524585094,th,hire,rent,จ้าง,เช่า,จ้างเช่า,ความโกรธ
เซนติเมตร,627.682800000068,549.069500013065,-0.387157972637269,-0.426157586031186,91.0731523224743,45.7982200487257,0.301559371841269,0.13400566483735,5,4,0,0,5,4,5,4,0,0,1,1,5,4,0,0,4,4,5,4,0,0,0.8,1,5,4,-78.6132999870027,-0.0389996133939174,th,mile,centimeter,ไมล์,เซนติเมตร,ไมล์เซนติเมตร,มีชีวิตอยู่
เดิน,490.596666714332,698.882500002975,-0.721063347415098,-0.0998368155805019,53.6006876681308,103.190499997028,0.134402448766121,0.522550224953201,3,2,1,1,3,2,3,2,0,0,1,1,3,2,1,1,3,2,3,2,0,0,1,1,3,2,208.285833288644,0.621226531834597,th,run,walk,วิ่ง,เดิน,วิ่งเดิน,ฟิสิกส์
เด็ก,538.489666642835,823.368666673738,-0.786505610588333,0.158631853131238,30.8962270379272,208.358153135796,0.121396655507563,0.605507574477753,6,3,0,0,6,3,6,3,0,0,1,1,6,3,0,0,6,3,6,3,0,0,1,1,6,3,284.879000030903,0.94513746371957,th,baby,child,เด็กทารก,เด็ก,เด็กทารกเด็ก,พื้นที่
เด็กชาย,501.049999904586,,-0.952932872793751,,50.950000095414,,0.0640948454211,,2,,0,,2,,2,,0,,1,,2,,0,,2,,2,,0,,1,,2,,,,th,girl,boy,เด็กหญิง,เด็กชาย,เด็กหญิงเด็กชาย,อึดอัดใจ
เด็กผู้หญิง,495.655999973203,538.344600039336,-0.859976792766943,-0.737267912485523,66.5118826443507,50.1520511702579,0.162064776780695,0.052829833551811,3,5,1,0,3,5,3,5,0,0,1,1,3,5,1,0,3,5,3,5,0,0,1,1,3,5,42.6886000661333,0.12270888028142,th,boys,girls,เด็กผู้ชาย,เด็กผู้หญิง,เด็กผู้ชายเด็กผู้หญิง,สินบน
เตรียมตัว,653.299249886797,534.166666682558,-0.290744426430067,-0.702665833064696,142.232540737433,100.716407125921,0.3558418026583,0.323823296721879,4,3,0,1,4,3,4,3,0,0,1,1,4,3,0,1,4,3,4,3,0,0,1,1,4,3,-119.13258320424,-0.411921406634629,th,ready,prepare,พร้อม,เตรียมตัว,พร้อมเตรียมตัว,ความน่าจะเป็น
เตา,476.393666706397,729.899333331346,-0.929161341039618,-0.055523617387766,28.8033714774713,129.716961460897,0.0915630658868093,0.436542479200147,3,6,0,1,3,6,3,6,0,0,1,1,3,5,0,2,3,5,3,5,0,1,1,1,3,6,253.505666624949,0.873637723651852,th,oven,stove,เตาอบ,เตา,เตาอบเตา,ผลลัพธ์
เตียง,610.845750005974,559.704400000232,-0.334911863984616,-0.608322834378745,103.25547555352,35.8960075726939,0.379886226777177,0.165215035359588,4,6,0,0,4,5,4,6,0,0,1,0.833333333333333,4,6,0,0,4,5,4,6,0,0,1,0.833333333333333,4,5,-51.1413500057415,-0.273410970394129,th,sofa,bed,โซฟา,เตียง,โซฟาเตียง,วารสารศาสตร์
เต็ม,508.411749973558,522.664599999884,-0.604844468095618,-0.50292803946404,7.14650843597412,48.9263430210166,0.0771452804580858,0.279547823364268,4,5,0,0,4,5,4,5,0,0,1,1,4,5,0,0,4,5,4,5,0,0,1,1,4,5,14.2528500263262,0.101916428631578,th,empty,full,ว่างเปล่า,เต็ม,ว่างเปล่าเต็ม,คำพูด
เต่า,620.699799976172,506.46900007152,-0.677640148546953,-0.604689196374466,79.613130584059,,0.177319443113938,,5,1,1,0,5,1,5,1,0,0,1,1,5,1,1,0,5,1,5,1,0,0,1,1,5,1,-114.230799904652,0.0729509521724868,th,snail,turtle,หอยทาก,เต่า,หอยทากเต่า,กระบวนการ
เทนนิส,681.61150003178,602.628999904642,-0.257930085667364,-0.0365501843469444,67.4510758957886,,0.200392648853747,,6,1,1,0,6,1,6,1,0,0,1,1,6,1,1,0,6,1,6,1,0,0,1,1,6,1,-78.9825001271385,0.22137990132042,th,golf,tennis,กอล์ฟ,เทนนิส,กอล์ฟเทนนิส,ว่างเปล่า
เทียนไข,597.34066664283,910.616249985033,-0.641400634342274,0.657197168774484,88.9351448483745,144.907005020323,0.222461152992145,0.577864248450797,3,8,0,1,3,8,3,8,0,0,1,1,3,7,0,2,3,7,3,7,0,1,1,1,3,8,313.275583342203,1.29859780311676,th,lamp,candle,โคมไฟ,เทียนไข,โคมไฟเทียนไข,การก่อสร้าง
เทียม,1211.14980001914,653.656749992567,1.40009487357577,-0.236746088042918,372.022484974351,146.193131126397,1.14739247088161,0.431705772638602,6,5,0,0,5,4,6,5,0,0,0.833333333333333,0.8,6,5,0,0,6,5,6,5,0,0,1,1,5,4,-557.493050026568,-1.63684096161869,th,natural,artificial,ตามธรรมชาติ,เทียม,ตามธรรมชาติเทียม,เลขานุการ
เที่ยวบิน,496.524428549214,703,-0.748530704157306,-0.225539767276209,31.6202932116551,,0.163713853688037,,7,1,0,0,7,1,7,1,0,0,1,1,7,1,0,0,6,1,7,1,0,0,0.857142857142857,1,7,1,206.475571450786,0.522990936881097,th,landing,flight,การลงจอด,เที่ยวบิน,การลงจอดเที่ยวบิน,ได้รับ
เท็จ,620.770000005949,534.177000004798,-0.823972890907612,-0.570645859775643,135.188977586874,,0.124719157186846,,4,1,0,0,4,1,4,1,0,0,1,1,4,1,0,0,4,1,4,1,0,0,1,1,4,1,-86.5930000011506,0.253327031131969,th,fake,false,ปลอม,เท็จ,ปลอมเท็จ,วันจันทร์
เนย,604.463599742483,603.504375000572,-0.626754262569832,-0.529560504928743,86.0624201797167,44.2898905421215,0.248902179737795,0.141850963934129,5,8,2,0,5,8,5,8,0,0,1,1,5,8,2,0,5,7,5,8,0,0,1,0.875,5,8,-0.959224741911839,0.0971937576410886,th,honey,butter,น้ำผึ้ง,เนย,น้ำผึ้งเนย,ค้นหา
เนื้อ,460.814000000871,757.303500041739,-0.936998410423139,-0.00170866496093465,10.2082567558331,210.601182607189,0.0266385976704447,0.742715356681524,4,6,1,1,4,6,4,6,0,0,1,1,4,6,1,1,4,6,4,6,0,0,1,1,4,6,296.489500040868,0.935289745462204,th,pork,meat,เนื้อหมู,เนื้อ,เนื้อหมูเนื้อ,สัมมนา
เนื้อเยื่อ,570.896666682733,669.22883331344,-0.582045380305784,-0.409200164238014,24.2783948781015,69.6149133959723,0.0470668982400418,0.280076282128824,3,6,0,0,3,6,3,6,0,0,1,1,3,6,0,0,3,6,3,6,0,0,1,1,3,6,98.3321666307075,0.17284521606777,th,skin,tissue,ผิว,เนื้อเยื่อ,ผิวเนื้อเยื่อ,โนเบล
เบคอน,539.505500000029,773.916199995182,-0.568886884879388,-0.0416282646935596,17.5055000000285,255.058674462405,0.150208777500107,0.676185788295137,2,5,0,1,2,5,2,5,0,0,1,1,2,5,0,1,2,5,2,5,0,0,1,1,2,5,234.410699995153,0.527258620185829,th,toast,bacon,ขนมปังปิ้ง,เบคอน,ขนมปังปิ้งเบคอน,ชะตากรรม
เบสบอล,579.997749666101,555.526666666691,-0.537936570985322,-0.706480088981851,140.750752828187,35.07208891183,0.360876976740274,0.11126341756468,4,3,0,0,4,3,4,3,0,0,1,1,4,3,0,0,4,3,4,3,0,0,1,1,4,3,-24.47108299941,-0.168543517996529,th,stadium,baseball,สนามกีฬา,เบสบอล,สนามกีฬาเบสบอล,นางฟ้า
เบียร์,478.993499986624,472.148000020107,-0.595501248038833,-0.754950908774583,54.7774999895775,37.5002687230298,0.0504109994729958,0.146172412005868,2,6,0,0,2,6,2,6,0,0,1,1,2,6,0,0,2,6,2,6,0,0,1,1,2,6,-6.84549996651668,-0.15944966073575,th,drink,beer,เครื่องดื่ม,เบียร์,เครื่องดื่มเบียร์,ค่าย
เปลวไฟ,450.100000286126,733.333399981563,-0.81485798635564,-0.26957432131124,,132.199938240698,,0.330745919530948,1,5,0,0,1,5,1,5,0,0,1,1,1,5,0,0,1,5,1,5,0,0,1,1,1,5,283.233399695437,0.545283665044401,th,fire,flame,ไฟ,เปลวไฟ,ไฟเปลวไฟ,แตร
เปลือยเปล่า,552.653249975752,859.606500000053,-0.31659197464941,0.383458141058615,15.4880632761149,31.3934999999475,0.234289703533878,0.11059706509296,4,2,0,0,4,2,4,2,0,0,1,1,4,2,0,0,4,2,4,2,0,0,1,1,4,2,306.9532500243,0.700050115708024,th,nude,naked,เปลือย,เปลือยเปล่า,เปลือยเปลือยเปล่า,แอปเปิ้ล
เปิดใช้งาน,484.760000000009,530.444666617293,-0.978107852758745,-0.675141056012868,,14.9132881537798,,0.0460237097314657,1,6,1,1,1,6,1,6,0,0,1,1,1,6,1,1,1,6,1,6,0,0,1,1,1,6,45.6846666172838,0.302966796745876,th,trigger,activate,กระตุ้น,เปิดใช้งาน,กระตุ้นเปิดใช้งาน,นักวิเคราะห์
เปียก,585.524400059576,629.95849999701,-0.601595603754365,-0.365536521781714,72.6667034098014,27.569500002981,0.264410909457613,0.11319925970308,5,2,2,1,5,2,5,2,0,0,1,1,5,2,2,1,5,2,5,2,0,0,1,1,5,2,44.434099937434,0.236059081972651,th,dry,wet,แห้ง,เปียก,แห้งเปียก,ความเสี่ยง
เป็ด,525.993000007933,506.348499985121,-0.750991403599272,-0.959058354767221,59.1486250751895,18.5140214015383,0.169633779818621,0.164291843847157,3,4,0,0,3,4,3,4,0,0,1,1,3,4,0,0,3,4,3,4,0,0,1,1,3,4,-19.6445000228123,-0.20806695116795,th,goose,duck,ห่าน,เป็ด,ห่านเป็ด,ล้าน
เป็นกันเอง,622.739999942365,833.881600081072,-0.481820875035472,0.190647951981977,39.3415205596554,151.288754942806,0.112842194557206,0.409373850196278,3,5,0,1,3,5,3,5,0,0,1,1,3,5,0,1,2,5,3,5,0,0,0.666666666666667,1,3,5,211.141600138707,0.672468827017449,th,polite,friendly,สุภาพ,เป็นกันเอง,สุภาพเป็นกันเอง,แผนการ
เป็นทางการ,612.825199973967,546.870999886346,-0.544628829606512,-0.686356681670653,64.0311795709833,31.2677306179579,0.143773691077251,0.14191682903537,5,7,0,0,5,7,5,7,0,0,1,1,5,7,0,0,5,7,5,7,0,0,1,1,5,7,-65.954200087621,-0.141727852064141,th,officially,official,อย่างเป็นทางการ,เป็นทางการ,อย่างเป็นทางการเป็นทางการ,ตูด
เป็นปกติ,563.143333314491,536.803800023883,-0.839407189107661,-0.728577533414471,65.1522299247203,37.4302498343838,0.249808184652405,0.160175122902556,6,6,1,1,6,5,6,5,0,0,1,1,6,6,1,1,4,5,6,5,0,0,0.666666666666667,1,6,5,-26.3395332906086,0.11082965569319,th,ordinary,usual,ธรรมดาสามัญ,เป็นปกติ,ธรรมดาสามัญเป็นปกติ,ผูกมัด
เป็นอันตราย,591.805777770985,494.30750002386,-0.508276980689453,-0.850092486159702,23.0918844790372,36.6924999761395,0.0763425080918422,0.0458124996461043,9,2,0,1,9,2,9,2,0,0,1,1,9,2,0,1,9,2,9,2,0,0,1,1,9,2,-97.4982777471241,-0.341815505470249,th,risky,dangerous,เสี่ยงภัย,เป็นอันตราย,เสี่ยงภัยเป็นอันตราย,การหย่าร้าง
เฝ้าดู,609.435999930889,404.037000047683,-0.411897405119092,-0.935125722208566,39.0012494245016,,0.121506066732339,,5,1,0,1,5,1,5,1,0,0,1,1,5,1,0,1,4,1,5,1,0,0,0.8,1,5,1,-205.398999883206,-0.523228317089474,th,look,watch,ดู,เฝ้าดู,ดูเฝ้าดู,ลุง
เพลง,400.586000047663,580.70780000498,-1.1033374656071,-0.87431890107466,30.6133100835167,83.6271769500721,0.184033730782058,0.0645956996160485,3,5,0,0,3,5,3,5,0,0,1,1,3,5,0,0,3,5,3,5,0,0,1,1,3,5,180.121799957317,0.229018564532445,th,album,song,อัลบั้ม,เพลง,อัลบั้มเพลง,ในอุดมคติ
