target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,hu_cue,hu_target,hu_word_combo
bíró,552.387826114193,509.083816322291,-0.672370665491825,-0.715842997355184,44.1651633701383,16.3537892152,0.113904984854256,0.074533257708617,53,58,2,0,46,49,47,50,0,0,0.978723404255319,0.98,53,58,2,0,45,50,47,50,0,0,0.957446808510638,1,46,49,-43.3040097919026,-0.0434723318633589,hu,court,judge,bíróság,bíró,bíróságbíró
börtön,511.442035744295,554.533814807179,-0.626948453665456,-0.529429649701978,19.8073162016213,13.8412418141748,0.0769191516224896,0.0542355686973505,61,59,0,1,56,55,57,56,0,0,0.982456140350877,0.982142857142857,61,59,0,1,48,54,57,56,0,0,0.842105263157895,0.964285714285714,56,54,43.0917790628843,0.0975188039634788,hu,cell,prison,cella,börtön,cellabörtön
bőrönd,653.371058822537,582.185547629506,-0.234042515971853,-0.37368648719077,24.914879078224,21.5687453253779,0.0699899630703445,0.0843038807249578,58,53,1,0,52,42,53,43,0,0,0.981132075471698,0.976744186046512,58,53,1,0,40,41,53,43,0,0,0.754716981132076,0.953488372093023,51,42,-71.1855111930313,-0.139643971218917,hu,briefcase,suitcase,aktatáska,bőrönd,aktatáskabőrönd
bűn,534.406981820113,570.663571432872,-0.649000144695184,-0.407821162215065,24.2824871413422,35.8721001216734,0.0702451686596025,0.118414064047009,63,60,1,0,55,56,57,56,0,0,0.964912280701754,1,64,60,0,0,51,44,57,56,0,0,0.894736842105263,0.785714285714286,55,56,36.2565896127584,0.241178982480119,hu,sin,crime,vétek,bűn,vétekbűn
bűnös,562.348680849596,545.347408160849,-0.593646623049483,-0.513218445433601,21.9540612556953,20.3474576931473,0.0647723345642041,0.0839685039449034,58,55,0,0,47,49,49,49,0,0,0.959183673469388,1,58,55,0,0,47,47,49,49,0,0,0.959183673469388,0.959183673469388,47,49,-17.0012726887469,0.0804281776158821,hu,innocent,guilty,ártatlan,bűnös,ártatlanbűnös
bűnügyi,584.243684207643,695.765648149593,-0.32815314287832,0.0945164594428791,15.6776754509493,44.1178003212996,0.0746891667355691,0.128459116141355,59,60,0,1,57,54,58,54,0,0,0.982758620689655,1,59,60,0,1,55,50,58,54,0,0,0.948275862068966,0.925925925925926,57,54,111.521963941949,0.422669602321199,hu,thief,criminal,tolvaj,bűnügyi,tolvajbűnügyi
centiméter,681.21801723385,652.859687505218,-0.0992624117112299,-0.0761962692799094,32.7431554171764,25.2084097290755,0.0959173032774104,0.0732014302889543,63,57,1,0,58,49,59,50,0,0,0.983050847457627,0.98,63,57,1,0,59,50,59,50,0,0,1,1,58,48,-28.3583297286316,0.0230661424313205,hu,mile,centimeter,mérföld,centiméter,mérföldcentiméter
cigaretta,579.853538453983,587.586591824275,-0.374145415118157,-0.257129697349756,26.4319464518055,20.5244752103442,0.0951652827662724,0.0872783154756671,57,56,0,0,52,49,52,52,0,0,1,0.942307692307692,57,55,0,1,50,47,52,51,0,1,0.961538461538462,0.92156862745098,52,49,7.73305337029228,0.1170157177684,hu,tobacco,cigarette,dohány,cigaretta,dohánycigaretta
cinikus,744.503367332662,671.544000003874,0.118198844933772,-0.0591069468429551,32.4863941893481,26.1300145767642,0.116577247859522,0.108102002182031,55,52,1,2,49,42,51,45,1,1,0.96078431372549,0.933333333333333,55,52,1,2,31,44,51,45,1,1,0.607843137254902,0.977777777777778,49,42,-72.959367328788,-0.177305791776727,hu,naive,cynical,naiv,cinikus,naivcinikus
cipő,572.695777790294,510.602901968071,-0.441104246292321,-0.747803220550458,34.2626646202207,15.4968361781549,0.104314643778292,0.0605909084578229,59,55,0,0,54,51,55,51,0,0,0.981818181818182,1,59,55,0,0,55,51,55,51,0,0,1,1,54,51,-62.0928758222225,-0.306698974258137,hu,boot,shoe,csomagtartó,cipő,csomagtartócipő
cirkusz,560.403122447157,566.700699996994,-0.556839343806653,-0.470178535229065,19.2545097973709,20.6319899344495,0.0613674632272837,0.0626276261289247,59,54,2,1,49,50,51,51,0,0,0.96078431372549,0.980392156862745,58,54,3,1,51,45,51,51,0,0,1,0.88235294117647,49,50,6.29757754983677,0.0866608085775875,hu,zoo,circus,állatkert,cirkusz,állatkertcirkusz
civilizáció,725.975499957958,646.967367388976,0.125329874297868,-0.0154321911797335,40.8678683905613,27.6402381456109,0.118378257719115,0.109106584780705,56,58,0,0,48,49,49,53,0,0,0.979591836734694,0.924528301886792,56,58,0,0,48,47,49,53,0,0,0.979591836734694,0.886792452830189,48,49,-79.0081325689816,-0.140762065477602,hu,culture,civilization,kultúra,civilizáció,kultúracivilizáció
cowboy,747.850261913963,803.646906968709,0.382576344200764,0.42305575175075,31.8822795492442,37.8413291666058,0.149016282058848,0.12085269926099,54,60,1,0,42,43,50,56,1,0,0.84,0.767857142857143,55,60,0,0,26,55,51,56,0,0,0.509803921568627,0.982142857142857,42,43,55.7966450547458,0.0404794075499865,hu,rodeo,cowboy,rodeó,cowboy,rodeócowboy
csali,642.131479182044,689.522304360833,-0.131370207813074,-0.0470059254265718,24.2018192949342,28.3219883071864,0.0916223546425079,0.0852141352007832,57,58,0,1,48,48,50,52,0,1,0.96,0.923076923076923,57,59,0,0,49,42,50,53,0,0,0.98,0.792452830188679,48,46,47.3908251787888,0.0843642823865018,hu,trap,bait,csapda,csali,csapdacsali
család,540.331695629624,528.439400000204,-0.613025913856716,-0.638826739975476,26.8116870189105,23.1559459091302,0.11705691591246,0.0940495010190774,52,55,0,0,46,50,46,50,0,0,1,1,51,55,1,0,34,50,45,50,1,0,0.755555555555556,1,46,50,-11.89229562942,-0.0258008261187594,hu,clan,family,klán,család,kláncsalád
csalás,538.028360656622,576.160980778666,-0.512161262367015,-0.381784092632062,21.1208062486259,35.5116647410355,0.110870221226258,0.117700118636137,65,56,0,0,61,52,61,52,0,0,1,1,65,56,0,0,60,47,61,52,0,0,0.983606557377049,0.903846153846154,61,52,38.1326201220439,0.130377169734953,hu,conspiracy,fraud,összeesküvés,csalás,összeesküvéscsalás
csalódás,569.070938773113,625.109749972232,-0.498825651622827,-0.321676265419125,27.9531341672708,39.9870631464599,0.116195008224145,0.109087244628746,56,55,0,1,49,52,49,52,0,1,1,1,56,55,0,1,49,50,49,52,0,1,1,0.961538461538462,49,52,56.0388111991191,0.177149386203703,hu,surprise,disappointment,meglepetés,csalódás,meglepetéscsalódás
csapat,486.709339628118,517.425038473522,-0.81075689781955,-0.720965053673464,14.7947335396136,16.2486862548291,0.062880206515671,0.0631087330832704,60,55,1,0,54,52,54,52,1,0,1,1,61,55,0,0,43,50,55,52,0,0,0.781818181818182,0.961538461538462,53,52,30.7156988454037,0.0897918441460857,hu,league,team,liga,csapat,ligacsapat
csata,559.615298261003,626.902550997777,-0.490173915652241,-0.2501393686725,19.0239831039992,38.1174450861608,0.0911920241871932,0.114204524351954,63,58,1,0,57,49,58,52,0,0,0.982758620689655,0.942307692307692,63,58,1,0,55,41,58,52,0,0,0.948275862068966,0.788461538461538,57,49,67.287252736774,0.240034546979741,hu,war,battle,háború,csata,háborúcsata
csatatér,658.505270839813,675.280096182353,-0.00457987649451112,-0.0567589061265295,30.1169425432107,23.8988526784668,0.106825335204611,0.0777219704261584,58,63,0,1,48,52,48,58,0,1,1,0.896551724137931,57,63,1,1,41,57,48,58,0,1,0.854166666666667,0.982758620689655,48,52,16.7748253425403,-0.0521790296320184,hu,arena,battlefield,aréna,csatatér,arénacsatatér
csend,551.739576913237,532.206509431153,-0.587712664642071,-0.61255665430828,29.6425133079555,15.7394894262985,0.0874715288733907,0.0639518172607462,55,55,2,3,52,53,52,53,1,0,1,1,55,55,2,3,52,49,52,53,1,0,1,0.924528301886792,52,53,-19.5330674820841,-0.0248439896662087,hu,silent,silence,csendes,csend,csendescsend
csillag,551.724313741735,582.668619976611,-0.519651460905811,-0.479918554075687,17.7311617857037,33.1606618255128,0.0822356162473773,0.103180083033841,54,57,0,0,51,50,51,50,0,0,1,1,54,57,0,0,49,48,51,50,0,0,0.96078431372549,0.96,51,50,30.9443062348756,0.039732906830124,hu,celebrity,star,híres ember,csillag,híres embercsillag
csokoládé,596.780591837299,602.937529402517,-0.35145483428581,-0.304895934156682,22.4699474846149,23.0921698636784,0.0907561322205114,0.0878935126960443,54,60,2,0,49,51,49,52,0,0,1,0.980769230769231,54,60,2,0,46,47,49,52,0,0,0.938775510204082,0.903846153846154,49,51,6.1569375652175,0.046558900129128,hu,sugar,chocolate,cukor,csokoládé,cukorcsokoládé
csomag,516.204018513687,521.230270814968,-0.727616486341806,-0.665995336260424,21.3930004028671,16.0376069180591,0.0673292671228266,0.0629277351385818,58,56,1,2,54,48,55,49,0,1,0.981818181818182,0.979591836734694,59,56,0,2,51,46,55,49,0,1,0.927272727272727,0.938775510204082,54,48,5.02625230128081,0.0616211500813822,hu,envelope,package,boríték,csomag,borítékcsomag
csoport,561.413840010862,581.070714273014,-0.504065453643743,-0.471358153019501,34.6824054418498,18.8171537609352,0.140193831804478,0.0708851569495424,54,56,0,1,50,49,50,49,0,0,1,1,54,56,0,1,49,49,50,49,0,0,0.98,1,50,49,19.6568742621519,0.0327073006242419,hu,gang,group,banda,csoport,bandacsoport
császár,579.699172399672,567.622833383022,-0.487986898695875,-0.348627807981968,28.8198240321989,31.4979240947776,0.0982138682888166,0.139977504509574,64,55,1,1,58,49,58,50,1,0,1,0.98,64,55,1,1,56,49,58,50,1,0,0.96551724137931,0.98,58,48,-12.0763390166501,0.139359090713907,hu,imperial,emperor,császári,császár,császáricsászár
csökkent,588.0164151001,611.29713207936,-0.492456214606038,-0.341345193428418,29.394800074892,46.8041472691818,0.091066218980583,0.139855179603758,58,58,1,0,53,53,55,54,0,0,0.963636363636364,0.981481481481482,58,58,1,0,53,51,55,54,0,0,0.963636363636364,0.944444444444444,53,53,23.2807169792604,0.15111102117762,hu,increase,reduce,növekedés,csökkent,növekedéscsökkent
csúnya,580.314820002202,570.556895846652,-0.439395427980234,-0.502447307584558,45.5233863570368,35.5884314818137,0.139476287517956,0.134366065161164,54,56,1,0,50,48,51,49,0,0,0.980392156862745,0.979591836734694,54,56,1,0,51,48,51,49,0,0,1,0.979591836734694,50,48,-9.75792415554963,-0.0630518796043242,hu,disgusting,ugly,szűkítés,csúnya,szűkítéscsúnya
cím,480.367653830068,546.247173103298,-0.811505973830228,-0.548561479356658,16.8144886787848,25.4311680002641,0.0773933470045126,0.106795991721672,61,55,2,0,52,52,55,52,1,0,0.945454545454545,1,61,55,2,0,50,50,55,52,1,0,0.909090909090909,0.961538461538462,52,52,65.8795192732299,0.262944494473571,hu,name,title,név,cím,névcím
cím.1,534.257380040067,490.31822806463,-0.702521516597432,-0.779131173160078,26.6185992358914,17.9513532899729,0.085607981096789,0.0699013735274406,59,61,0,1,50,57,52,57,0,0,0.961538461538462,1,59,61,0,1,51,57,52,57,0,0,0.980769230769231,1,50,57,-43.9391519754373,-0.076609656562646,hu,number,address,szám,cím,számcím
dal,536.85731371319,594.066422240859,-0.52319859359613,-0.364706095117157,21.4492862373021,43.1442450961545,0.0954478742590023,0.175995442453408,61,53,0,0,51,46,52,46,0,0,0.980769230769231,1,61,53,0,0,46,46,52,46,0,0,0.884615384615385,1,51,45,57.2091085276692,0.158492498478973,hu,album,song,album,dal,albumdal
darab,615.77473584962,550.05828300839,-0.242555183536999,-0.537283158957263,43.3422902612783,15.6525429649796,0.170378188680799,0.0550414310344895,59,56,1,0,53,53,55,53,1,0,0.963636363636364,1,59,56,1,0,51,50,55,53,1,0,0.927272727272727,0.943396226415094,53,53,-65.7164528412304,-0.294727975420264,hu,fragment,piece,töredék,darab,töredékdarab
december,542.015037048437,577.16043477583,-0.6420357660434,-0.44588204417599,26.2157307398232,18.7259868502514,0.0743480266535952,0.064555501558068,61,52,0,1,54,46,56,47,0,1,0.964285714285714,0.978723404255319,61,53,0,0,55,48,56,48,0,0,0.982142857142857,1,54,46,35.1453977273923,0.19615372186741,hu,november,december,november,december,novemberdecember
demokrácia,609.351403523791,743.489568189616,-0.334596265527582,0.316124645822477,19.6493720076497,50.8766238512961,0.0635536951168042,0.163773700017019,60,56,2,0,57,44,57,47,0,0,1,0.936170212765957,60,56,2,0,57,47,57,47,0,0,1,1,57,44,134.138164665825,0.650720911350059,hu,freedom,democracy,szabadság,demokrácia,szabadságdemokrácia
demonstráció,742.183755118666,769.285471671706,0.308269198183028,0.378046349540923,39.0332989035386,30.6556832519277,0.148407872141983,0.1129004774211,62,59,1,0,49,53,53,56,0,0,0.924528301886792,0.946428571428571,62,59,1,0,52,55,53,56,0,0,0.981132075471698,0.982142857142857,49,53,27.1017165530398,0.0697771513578948,hu,protest,demonstration,tiltakozás,demonstráció,tiltakozásdemonstráció
depresszió,644.457480012936,651.879489353198,-0.256769622278315,-0.100252705661875,48.3461491554233,35.7520446490953,0.139966084505194,0.13520285023194,55,53,1,3,50,48,51,49,1,0,0.980392156862745,0.979591836734694,55,53,1,3,50,48,51,49,1,0,0.980392156862745,0.979591836734694,50,47,7.42200934026266,0.156516916616439,hu,stress,depression,feszültség,depresszió,feszültségdepresszió
dicsőség,687.603890944232,573.611420015621,-0.0273039975906549,-0.399119265264173,49.0016139972927,24.8834033864186,0.194641249692299,0.0881000273381365,63,58,1,2,55,50,55,52,0,2,1,0.961538461538462,63,58,1,2,47,47,55,52,0,2,0.854545454545454,0.903846153846154,55,50,-113.992470928611,-0.371815267673518,hu,glorious,glory,dicső,dicsőség,dicsődicsőség
dinamit,697.814163247752,715.165358967035,0.0727188979237755,0.188269789549125,27.452506420818,37.1449272427519,0.106157187191864,0.169167552694473,57,56,2,0,49,39,52,48,0,0,0.942307692307692,0.8125,57,56,2,0,45,42,52,48,0,0,0.865384615384615,0.875,49,39,17.3511957192835,0.115550891625349,hu,gunpowder,dynamite,puskapor,dinamit,puskapordinamit
ding,664.37530001399,783.365750006735,-0.179942688557361,0.491446910924481,107.288200659069,66.9938505908516,0.392903323757495,0.317318559479587,61,56,1,0,10,8,55,44,0,0,0.181818181818182,0.181818181818182,61,56,1,0,20,37,55,44,0,0,0.363636363636364,0.840909090909091,10,8,118.990449992745,0.671389599481842,hu,ping,ding,ping,ding,pingding
dokumentum,678.62023529625,723.351547170686,-0.0631848063443552,0.0411255946934469,32.6625942481587,34.602041201854,0.100843881535711,0.0914749054510351,55,58,1,1,51,53,52,54,0,0,0.980769230769231,0.981481481481482,55,58,1,1,37,37,52,54,0,0,0.711538461538462,0.685185185185185,51,53,44.7313118744364,0.104310401037802,hu,file,document,fájl,dokumentum,fájldokumentum
dollár,565.678574476163,530.926519225763,-0.492228823373981,-0.554311774541224,17.5458403847642,14.0331022462883,0.0589604020153071,0.0647756446159986,54,58,0,1,47,52,48,53,0,0,0.979166666666667,0.981132075471698,54,58,0,1,39,40,48,53,0,0,0.8125,0.754716981132076,47,52,-34.7520552503997,-0.0620829511672424,hu,pound,dollar,font,dollár,fontdollár
drog,558.866041656935,587.918641496831,-0.519499774101919,-0.411402581610523,24.6546907302988,15.9545988253485,0.0815400247191807,0.0636684720994366,57,57,2,1,48,53,49,54,1,1,0.979591836734694,0.981481481481482,57,57,2,1,48,51,49,54,1,1,0.979591836734694,0.944444444444444,48,53,29.0525998398957,0.108097192491396,hu,alcohol,drug,alkohol,drog,alkoholdrog
dzseki,638.635622222057,719.343808529958,-0.106023671258143,0.235370715556632,24.4112463584937,25.247658904324,0.0898930618480129,0.120865356217622,54,58,0,0,46,48,47,55,0,0,0.978723404255319,0.872727272727273,54,58,0,0,38,54,47,55,0,0,0.808510638297872,0.981818181818182,45,47,80.7081863079017,0.341394386814775,hu,shirt,jacket,ing,dzseki,ingdzseki
dél,529.314406262406,576.575020426369,-0.631742023016435,-0.46504336007644,20.4957100132526,19.0663119699309,0.0753526623913331,0.0816573550608667,69,52,0,2,64,49,65,49,0,0,0.984615384615385,1,69,52,0,2,63,46,65,49,0,0,0.969230769230769,0.938775510204082,64,49,47.2606141639632,0.166698662939996,hu,midnight,noon,éjfél,dél,éjféldél
díj,602.075711527734,538.179500018265,-0.322696838074933,-0.491625564993383,18.818702013757,18.0886676724924,0.0800752533709482,0.0770034477610077,60,58,3,1,52,50,54,52,1,1,0.962962962962963,0.961538461538462,60,58,3,1,19,50,54,52,1,1,0.351851851851852,0.961538461538462,52,50,-63.8962115094696,-0.16892872691845,hu,nobel,prize,nobel,díj,nobeldíj
düh,603.526361707204,599.317170236395,-0.346190223651071,-0.267218330202111,28.6452586685267,16.8951325205087,0.0892564951514699,0.0591135298139551,54,56,0,1,47,48,49,51,0,1,0.959183673469388,0.941176470588235,54,56,0,1,47,49,49,51,0,1,0.959183673469388,0.96078431372549,47,47,-4.20919147080883,0.0789718934489596,hu,anger,rage,harag,düh,haragdüh
ebéd,585.262122441843,543.849387753196,-0.408007257644375,-0.479629625267849,24.214394283512,20.4693408068544,0.118656137109779,0.0955193504229805,58,54,0,2,49,49,50,49,0,0,0.98,1,58,55,0,1,42,47,50,49,0,0,0.84,0.959183673469388,49,49,-41.4127346886473,-0.0716223676234746,hu,snack,lunch,falatozás,ebéd,falatozásebéd
egyedi,589.421120720201,559.446340005425,-0.355890560129414,-0.557387880569738,22.7309163470965,24.6128505162415,0.0814563605079356,0.0708533553196852,66,59,0,1,58,50,60,51,0,0,0.966666666666667,0.980392156862745,66,59,0,1,58,46,60,51,0,0,0.966666666666667,0.901960784313726,58,50,-29.9747807147768,-0.201497320440324,hu,special,unique,különleges,egyedi,különlegesegyedi
egyedi.1,541.951681830469,599.029199997684,-0.486368161070975,-0.355074518109154,20.6954561216562,39.073555958046,0.0822689915630215,0.124398964783263,56,54,1,0,45,51,47,51,1,0,0.957446808510638,1,56,54,1,0,45,49,47,51,1,0,0.957446808510638,0.96078431372549,44,50,57.0775181672145,0.131293642961821,hu,person,individual,személy,egyedi,személyegyedi
egyenruha,631.414306153601,593.053071461072,-0.317579012162356,-0.31268325515157,23.084593791272,21.244061546381,0.063381554433643,0.0735595084479864,54,60,0,0,49,56,52,57,0,0,0.942307692307692,0.982456140350877,54,60,0,0,50,54,52,57,0,0,0.961538461538462,0.947368421052632,49,56,-38.3612346925289,0.00489575701078576,hu,badge,uniform,jelvény,egyenruha,jelvényegyenruha
egyetem,580.699304354205,539.540385959849,-0.378567579831789,-0.586254173545655,32.7022570165881,17.6316922805084,0.16092112336162,0.0615863731998609,55,64,0,2,47,57,47,57,0,1,1,1,55,64,0,2,45,51,47,57,0,1,0.957446808510638,0.894736842105263,46,57,-41.1589183943561,-0.207686593713866,hu,college,university,főiskola,egyetem,főiskolaegyetem
egyetemi tanár,667.137787242909,715.203865384823,-0.0661952625038776,0.179892338752787,29.7528938926679,35.3561794496979,0.11255598238408,0.108089808722728,54,61,0,1,48,53,48,54,0,0,1,0.981481481481482,54,61,0,1,40,52,48,53,0,1,0.833333333333333,0.981132075471698,47,52,48.0660781419136,0.246087601256664,hu,dean,professor,dékán,egyetemi tanár,dékánegyetemi tanár
egyszerű,600.624959159895,577.869425516565,-0.293235043872587,-0.396570566797947,25.5078851342129,25.5176522801723,0.0990987602342899,0.112344226400481,53,55,0,0,50,47,50,50,0,0,1,0.94,53,55,0,0,49,46,50,50,0,0,0.98,0.92,49,47,-22.7555336433301,-0.10333552292536,hu,simply,simple,egyszerűen,egyszerű,egyszerűenegyszerű
együttérzés,653.185124999853,641.647909098428,-0.139276734577033,-0.136865202122569,32.849282538329,35.7700998273808,0.0996972666063717,0.114923849224286,55,59,2,0,48,55,48,55,0,0,1,1,55,59,2,0,47,55,48,55,0,0,0.979166666666667,1,48,55,-11.5372159014248,0.00241153245446413,hu,patience,compassion,türelem,együttérzés,türelemegyüttérzés
elad,614.246266685424,653.554468073672,-0.185085586178383,-0.0359672875924401,22.4335468935805,25.4833939035711,0.0994735704094549,0.10659076582607,54,55,1,1,45,48,50,54,0,0,0.9,0.888888888888889,54,55,1,1,48,54,50,54,0,0,0.96,1,45,47,39.3082013882486,0.149118298585943,hu,buy,sell,megvesz,elad,megveszelad
eladás,613.816611129121,650.583187529426,-0.316234740020937,-0.228831079129021,42.0456363628712,40.9065539760846,0.132798353625003,0.102139442994531,57,57,1,0,54,48,55,51,1,0,0.981818181818182,0.941176470588235,57,56,1,1,48,49,55,50,1,1,0.872727272727273,0.98,54,48,36.7665764003045,0.0874036608919161,hu,auction,sale,árverés,eladás,árveréseladás
