target_word_unique,avgRT_related,avgRT_unrelated,avgZ_RT_related,avgZ_RT_unrelated,seRT_related,seRT_unrelated,seZ_RT_related,seZ_RT_unrelated,target_answeredN_related,target_answeredN_unrelated,target_timeoutN_related,target_timeoutN_unrelated,target_correct_keep_related,target_correct_keep_unrelated,target_answeredN_keep_related,target_answeredN_keep_unrelated,target_timeoutN_keep_related,target_timeoutN_keep_unrelated,target_prop_correct_keep_related,target_prop_correct_keep_unrelated,cue_answeredN_related,cue_answeredN_unrelated,cue_timeoutN_related,cue_timeoutN_unrelated,cue_correct_keep_related,cue_correct_keep_unrelated,cue_answeredN_keep_related,cue_answeredN_keep_unrelated,cue_timeoutN_keep_related,cue_timeoutN_keep_unrelated,cue_prop_correct_keep_related,cue_prop_correct_keep_unrelated,target_sample_keep_related,target_sample_keep_unrelated,avgRT_prime,avgZ_prime,language,en_cue,en_target,hu_cue,hu_target,hu_word_combo
készít,542.078714291086,614.127812485696,-0.597424635499189,-0.274498777125886,23.7775074708476,30.4373692707345,0.0898181068669816,0.122109041980898,59,56,1,0,56,48,56,49,0,0,1,0.979591836734694,59,55,1,1,51,48,56,48,0,1,0.910714285714286,1,56,48,72.0490981946093,0.322925858373303,hu,ready,prepare,kész,készít,készkészít
kígyó,499.236716983953,565.907717392004,-0.779000815690873,-0.417028149034473,18.3192083294916,36.9913010698184,0.0616724750399381,0.180941253799612,59,55,2,0,53,46,54,47,2,0,0.981481481481482,0.978723404255319,59,55,2,0,54,44,54,47,2,0,1,0.936170212765957,53,46,66.6710004080506,0.3619726666564,hu,worm,snake,féreg,kígyó,féregkígyó
kínzás,585.277653855981,540.828326953301,-0.411879846643549,-0.555360602280783,27.8356704484702,18.3056080572303,0.0979618562297001,0.0725046783725604,56,58,0,0,52,52,53,52,0,0,0.981132075471698,1,55,58,1,0,46,50,52,52,1,0,0.884615384615385,0.961538461538462,52,52,-44.44932690268,-0.143480755637234,hu,torment,torture,kín,kínzás,kínkínzás
kísérő,681.221235307303,593.22099998938,-0.110925750108828,-0.32790622189996,44.2851108692835,34.1042667754517,0.147597294001298,0.123913662394828,60,60,3,1,51,58,51,58,2,1,1,1,60,60,3,1,48,56,51,58,2,1,0.941176470588235,0.96551724137931,51,58,-88.0002353179229,-0.216980471791131,hu,escort,accompany,kíséret,kísérő,kíséretkísérő
kívánság,511.632173936897,563.177950000375,-0.704474007720095,-0.449353523431664,12.4347164808842,21.170654750822,0.0383826911597329,0.0797826506349127,53,53,1,0,46,40,47,40,0,0,0.978723404255319,1,53,53,1,0,44,36,47,40,0,0,0.936170212765957,0.9,46,40,51.5457760634782,0.255120484288431,hu,desire,wish,vágy,kívánság,vágykívánság
köd,541.85820002122,542.898055579858,-0.603176924689694,-0.505979964231822,28.6887768409736,15.1935661200165,0.0971438190582544,0.0624925073686026,59,59,0,2,56,54,58,55,0,0,0.96551724137931,0.981818181818182,59,58,0,3,57,53,58,54,0,1,0.982758620689655,0.981481481481482,55,54,1.03985555863756,0.0971969604578724,hu,cloud,fog,felhő,köd,felhőköd
könnyen,655.065528289333,604.388816304487,-0.237704766987518,-0.364263319384256,38.5150135981453,34.4057158648491,0.148193788274956,0.108399239411766,60,56,2,1,53,49,55,50,1,0,0.963636363636364,0.98,61,56,1,1,53,48,56,50,0,0,0.946428571428571,0.96,53,49,-50.6767119848454,-0.126558552396737,hu,impossible,easy,lehetetlen,könnyen,lehetetlenkönnyen
könyv,529.428264160669,538.824553573844,-0.643667410840527,-0.608888962735705,23.4057271381223,34.224093587118,0.115923485727091,0.10195664663192,56,59,0,0,53,56,54,56,0,0,0.981481481481482,1,55,59,1,0,50,55,53,56,1,0,0.943396226415094,0.982142857142857,53,56,9.39628941317483,0.0347784481048219,hu,bible,book,biblia,könyv,bibliakönyv
körül,507.938351849357,600.211833340979,-0.660501768953396,-0.415902289975218,20.2468761427754,36.8758297564344,0.0913985141082973,0.093795035301286,57,58,0,1,54,48,54,48,0,0,1,1,57,58,0,1,53,43,54,48,0,0,0.981481481481482,0.895833333333333,54,48,92.2734814916219,0.244599478978178,hu,round,around,kerek,körül,kerekkörül
köszönet,531.095226403283,563.048018836446,-0.578252528894805,-0.445965337203915,13.4097457098179,20.4447929541579,0.0519678084539102,0.0761957083746232,57,57,1,2,53,53,53,53,0,1,1,1,57,57,1,2,51,51,53,53,0,1,0.962264150943396,0.962264150943396,53,53,31.9527924331626,0.13228719169089,hu,grateful,thank,hálás,köszönet,hálásköszönet
kötelesség,601.46386442556,670.554071444426,-0.284214715538626,-0.0839157432930041,22.0067773051278,27.4822616613433,0.0669719251788089,0.0836726672937379,61,63,0,0,59,56,59,58,0,0,1,0.96551724137931,61,63,0,0,57,56,59,58,0,0,0.966101694915254,0.96551724137931,59,56,69.0902070188661,0.200298972245622,hu,responsibility,duty,felelősség,kötelesség,felelősségkötelesség
kötél,627.484408176558,562.595299995703,-0.25027259157924,-0.447047530549313,52.1705032301705,31.2962012128393,0.171037627598977,0.133540964209194,58,57,0,1,49,50,50,51,0,1,0.98,0.980392156862745,57,58,1,0,49,48,49,52,1,0,1,0.923076923076923,49,50,-64.8891081808551,-0.196774938970072,hu,chain,rope,lánc,kötél,lánckötél
közigazgatási,902.992639996842,998.096900006806,0.941930805575078,1.10695207216652,55.4238234283249,65.2473648126491,0.176742872828941,0.237349872600694,56,56,1,1,50,50,51,53,0,0,0.980392156862745,0.943396226415094,56,57,1,0,51,52,51,53,0,0,1,0.981132075471698,50,50,95.104260009964,0.165021266591445,hu,management,administrative,irányítás,közigazgatási,irányításközigazgatási
központ,596.569672729867,608.519224136826,-0.396115275263564,-0.369626843306947,25.0861085510714,38.9201534658222,0.0948520320822697,0.114373020358913,63,63,1,1,55,58,55,60,0,0,1,0.966666666666667,63,63,1,1,51,56,55,60,0,0,0.927272727272727,0.933333333333333,55,58,11.9495514069591,0.0264884319566168,hu,base,headquarters,bázis,központ,bázisközpont
közvetlenül,726.920039213319,694.43764445002,0.00733061336315683,0.00540453060383803,42.2952603554816,38.8353812890687,0.121932683655385,0.153921000611304,59,55,1,0,51,45,53,48,1,0,0.962264150943396,0.9375,59,55,1,0,53,48,53,48,1,0,1,1,51,45,-32.482394763299,-0.0019260827593188,hu,direct,directly,közvetlen,közvetlenül,közvetlenközvetlenül
közönség,652.80302083745,704.814795898703,-0.218040680712427,0.149311303225446,55.9401989243243,49.4719025359152,0.226409592042561,0.211511287313842,53,55,0,0,48,49,48,51,0,0,1,0.96078431372549,53,55,0,0,46,48,48,51,0,0,0.958333333333333,0.941176470588235,48,49,52.0117750612535,0.367351983937873,hu,crowd,audience,tömeg,közönség,tömegközönség
közösség,606.406211514531,564.379315791587,-0.46424269468054,-0.423000167983066,31.1448536327567,22.595998233634,0.0851288829705606,0.0800893104725985,56,62,3,0,52,57,52,57,1,0,1,1,56,62,3,0,51,56,52,57,1,0,0.980769230769231,0.982456140350877,52,57,-42.0268957229433,0.041242526697473,hu,society,community,társadalom,közösség,társadalomközösség
küld,568.764632689626,610.04799999259,-0.512830260438934,-0.326518576447589,26.349058688628,35.7617017444497,0.0864442110650125,0.11057617411443,52,59,0,2,49,51,49,54,0,0,1,0.944444444444444,52,59,0,2,43,52,49,54,0,0,0.877551020408163,0.962962962962963,49,51,41.283367302964,0.186311683991346,hu,bring,send,hozza,küld,hozzaküld
küldetés,591.376804362042,683.391999999058,-0.394046834545709,-0.120183888283752,21.0982150190858,40.4852178396684,0.080010516549592,0.121569619803584,53,56,2,1,46,51,46,51,2,0,1,1,53,56,2,1,46,49,46,51,2,0,1,0.96078431372549,46,51,92.0151956370152,0.273862946261957,hu,task,mission,feladat,küldetés,feladatküldetés
külső,494.576358495411,538.420272734962,-0.778535058602474,-0.599098245360131,15.3907633483878,21.7237078931753,0.0534999873610953,0.083869360695211,58,52,0,0,53,46,54,47,0,0,0.981481481481482,0.978723404255319,58,52,0,0,52,43,54,47,0,0,0.962962962962963,0.914893617021277,53,44,43.8439142395511,0.179436813242343,hu,internal,external,belső,külső,belsőkülső
különböző,728.97451785567,645.450823527067,0.121402836287722,-0.143970253383039,45.1286972027854,29.5911018888763,0.179931669448699,0.127301221330671,60,58,2,0,56,51,56,52,2,0,1,0.980769230769231,61,58,1,0,57,51,57,52,1,0,1,0.980769230769231,56,51,-83.523694328603,-0.265373089670761,hu,similar,different,hasonló,különböző,hasonlókülönböző
kő,555.287333318906,555.147617019659,-0.523478286123369,-0.517302371569073,17.4147000252173,15.4122555889545,0.0684015814036994,0.0577876147698289,59,55,0,1,48,47,51,48,0,0,0.941176470588235,0.979166666666667,59,55,0,1,45,48,51,48,0,0,0.88235294117647,1,48,47,-0.139716299246743,0.00617591455429634,hu,rock,stone,szikla,kő,sziklakő
lakás,532.299924548657,576.602693883294,-0.644318742505856,-0.488330450095202,15.7267305221731,24.4075561781383,0.0635628632651521,0.0809214134663749,65,55,0,1,54,49,57,51,0,0,0.947368421052632,0.96078431372549,65,55,0,1,52,51,57,51,0,0,0.912280701754386,1,53,49,44.3027693346376,0.155988292410654,hu,house,apartment,ház,lakás,házlakás
legenda,562.03565958547,667.717709079525,-0.511609367220754,-0.231950312207524,35.3641027495321,33.2659822609402,0.121377839464946,0.0922202582763433,55,60,2,1,48,55,48,55,2,1,1,1,55,58,2,3,40,46,48,53,2,3,0.833333333333333,0.867924528301887,47,55,105.682049494056,0.27965905501323,hu,myth,legend,mítosz,legenda,mítoszlegenda
lehetőség,574.515178554409,611.634744676071,-0.37513274461242,-0.283722421403851,20.8892491873348,30.8142189496763,0.0792895752929006,0.101531760475212,62,54,0,1,56,47,57,48,0,1,0.982456140350877,0.979166666666667,62,54,0,1,55,47,57,48,0,1,0.964912280701754,0.979166666666667,56,47,37.1195661216622,0.0914103232085693,hu,chance,possibility,véletlen,lehetőség,véletlenlehetőség
lenyűgöz,642.48325001564,865.817877541543,-0.206404542408733,0.788328194424218,24.3890962979669,64.264801459007,0.0817074674270521,0.196994537023071,55,55,2,2,48,49,48,50,0,0,1,0.98,55,55,2,2,46,35,48,50,0,0,0.958333333333333,0.7,48,49,223.334627525903,0.99473273683295,hu,flatter,impress,hízeleg,lenyűgöz,hízeleglenyűgöz
letartóztatás,954.405152182142,946.274000009385,0.957055135140739,0.934642642093904,55.8567485092109,55.1677396109701,0.17298841938734,0.149536057938526,55,55,0,2,46,49,47,50,0,1,0.978723404255319,0.98,55,55,0,2,45,46,47,50,0,1,0.957446808510638,0.92,46,48,-8.13115217275754,-0.0224124930468352,hu,punish,arrest,büntet,letartóztatás,büntetletartóztatás
levél,522.23594230513,497.46952726267,-0.664271659299423,-0.776019527225839,26.9386982220689,16.6021484530735,0.113211766886409,0.0664610805021361,59,59,1,2,52,55,52,55,0,0,1,1,59,59,1,2,50,54,52,55,0,0,0.961538461538462,0.981818181818182,52,55,-24.7664150424598,-0.111747867926416,hu,telegram,letter,távirat,levél,táviratlevél
leírás,577.051763629658,592.76736363085,-0.491082013239528,-0.300386829981312,19.9006008707274,27.2353541021287,0.0812882812502453,0.121038190489623,59,59,0,1,55,55,55,55,0,1,1,1,59,60,0,0,53,56,55,56,0,0,0.963636363636364,1,55,55,15.7156000011922,0.190695183258216,hu,profile,description,profil,leírás,profilleírás
liberális,629.94785999594,619.77752173193,-0.212117261026988,-0.153683059792778,32.5523789672681,20.4724102753795,0.0877671396165085,0.0701194709219782,57,55,0,1,50,46,51,48,0,0,0.980392156862745,0.958333333333333,57,55,0,1,46,46,51,48,0,0,0.901960784313726,0.958333333333333,50,46,-10.1703382640097,0.0584342012342095,hu,conservative,liberal,konzervatív,liberális,konzervatívliberális
limuzin,768.84057498686,794.49464862178,0.327298738564929,0.577022715697674,46.031862709955,45.3206697572616,0.164108626395769,0.187386904160354,55,53,0,3,41,37,52,49,0,2,0.788461538461538,0.755102040816326,55,54,0,2,51,46,52,50,0,1,0.980769230769231,0.92,40,37,25.65407363492,0.249723977132745,hu,taxi,limousine,taxi,limuzin,taxilimuzin
ling,,320.214500101342,,-1.29159634864669,,19.5465000894035,,0.121120823326684,56,53,1,0,0,2,49,44,1,0,0,0.0454545454545455,57,53,0,0,8,38,50,44,0,0,0.16,0.863636363636364,,2,,,hu,ming,ling,ming,ling,mingling
liszt,528.382100006407,542.833340447267,-0.565932410424028,-0.510301637479226,17.8642645161758,15.3414534861996,0.0671092779340393,0.0709154933130811,58,54,0,0,50,47,51,49,0,0,0.980392156862745,0.959183673469388,58,54,0,0,44,45,51,49,0,0,0.862745098039216,0.918367346938776,50,47,14.4512404408607,0.0556307729448028,hu,grain,flour,gabona,liszt,gabonaliszt
lovagol,605.044958337674,677.407857141411,-0.1761822281802,-0.2784118209581,27.3982475727194,62.8187942929434,0.123377367740011,0.173353361377165,54,60,0,0,48,49,49,49,0,0,0.979591836734694,1,54,60,0,0,45,48,49,49,0,0,0.918367346938776,0.979591836734694,48,49,72.362898803737,-0.1022295927779,hu,drive,ride,hajtás,lovagol,hajtáslovagol
lyuk,621.420478256562,637.130163256716,-0.206771786298627,-0.131116247184498,33.5350777867404,17.8403016709896,0.108617392754465,0.0783114029176616,53,58,1,0,46,49,47,52,1,0,0.978723404255319,0.942307692307692,54,58,0,0,45,50,48,52,0,0,0.9375,0.961538461538462,46,49,15.7096850001539,0.0756555391141293,hu,crack,hole,rés,lyuk,réslyuk
láng,586.264959154608,516.155056603448,-0.430439146453433,-0.61543191158567,53.8166937823646,15.266037161643,0.171997948687127,0.0590223278864689,58,59,2,1,49,53,50,55,0,0,0.98,0.963636363636364,59,59,1,1,49,53,50,55,0,0,0.98,0.963636363636364,49,53,-70.1099025511594,-0.184992765132237,hu,fire,flame,tűz,láng,tűzláng
lányok,506.482711084908,567.36257692957,-0.813624657018122,-0.410336202897267,37.3623843546716,22.1267191396027,0.125462900174079,0.105350141728981,53,60,2,1,45,53,45,54,0,1,1,0.981481481481482,53,60,2,1,44,46,45,54,0,1,0.977777777777778,0.851851851851852,45,52,60.8798658446627,0.403288454120855,hu,boys,girls,fiúk,lányok,fiúklányok
látomás,694.386470635942,673.061173094628,0.0139936819019482,-0.0930706785009442,32.291481437026,36.9630558181065,0.135853439782271,0.113861018913911,58,56,0,3,51,52,52,53,0,2,0.980769230769231,0.981132075471698,57,56,1,3,46,36,51,53,1,2,0.901960784313726,0.679245283018868,51,52,-21.3252975413142,-0.107064360402892,hu,revelation,vision,kinyilatkoztatás,látomás,kinyilatkoztatáslátomás
látványos,584.319115377322,592.048288928991,-0.367606153112014,-0.290149338443812,17.7602037250421,35.5077778540771,0.0571296255903252,0.107006847989926,62,55,0,2,52,45,53,47,0,1,0.981132075471698,0.957446808510638,62,56,0,1,49,46,53,48,0,0,0.924528301886792,0.958333333333333,52,45,7.72917355166862,0.0774568146682018,hu,sensational,spectacular,szenzációs,látványos,szenzációslátványos
láz,530.717918343348,571.752340004987,-0.511076617056443,-0.526654731509538,21.2197470390293,29.5210458044154,0.111594965029223,0.0966317392212069,55,57,0,1,49,50,51,52,0,0,0.96078431372549,0.961538461538462,55,58,0,0,51,49,51,52,0,0,1,0.942307692307692,49,50,41.0344216616386,-0.0155781144530946,hu,cough,fever,köhögés,láz,köhögésláz
légkör,544.738777776932,595.181166655037,-0.506454188005101,-0.442957191214933,17.1316587860756,23.114933280305,0.0633636392972654,0.0695880521242574,59,59,1,0,54,54,54,55,0,0,1,0.981818181818182,59,59,1,0,54,51,54,55,0,0,1,0.927272727272727,54,54,50.4423888781041,0.0634969967901682,hu,environment,atmosphere,környezet,légkör,környezetlégkör
ló,495.587489386288,515.690936169411,-0.822536851260584,-0.615210828724838,11.6488771693679,14.9993447687625,0.0449274656389179,0.0575937046911319,55,54,2,0,47,48,49,49,1,0,0.959183673469388,0.979591836734694,55,54,2,0,45,48,49,49,1,0,0.918367346938776,0.979591836734694,47,47,20.1034467831226,0.207326022535746,hu,donkey,horse,szamár,ló,szamárló
lövedék,663.37635999085,605.913294128937,-0.16301331554541,-0.2342728042625,39.1061719499261,26.6153409367775,0.110208863266265,0.0919672185133306,57,55,0,1,50,51,50,51,0,0,1,1,57,55,0,1,45,51,50,51,0,0,0.9,1,50,51,-57.463065861913,-0.0712594887170898,hu,rocket,missile,rakéta,lövedék,rakétalövedék
lő,563.120520838627,578.511622214136,-0.464695718305777,-0.297997482701113,39.9155167080776,40.3192153116175,0.173900382723318,0.213498475183955,55,55,0,1,49,45,50,48,0,0,0.98,0.9375,55,55,0,1,46,47,50,48,0,0,0.92,0.979166666666667,48,45,15.3911013755089,0.166698235604664,hu,shot,shoot,lövés,lő,lövéslő
macska,494.693469391664,558.236693855469,-0.769244857050317,-0.606251978142072,16.6487746046897,24.1977704849706,0.0921195858297341,0.0694587654657383,55,57,1,1,49,49,50,49,1,0,0.98,1,55,57,1,1,48,49,50,49,1,0,0.96,1,49,49,63.543224463805,0.162992878908245,hu,dog,cat,kutya,macska,kutyamacska
madár,566.294732146836,517.717725503248,-0.492248759102617,-0.71437032045456,33.8027140713627,14.6474612285762,0.125971654053021,0.0555122033955245,59,56,0,0,56,51,56,52,0,0,1,0.980769230769231,58,56,1,0,51,47,55,52,1,0,0.927272727272727,0.903846153846154,56,51,-48.5770066435879,-0.222121561351943,hu,butterfly,bird,pillangó,madár,pillangómadár
magas,485.010106393634,522.483249983644,-0.731020179054457,-0.693602363422368,12.8684096393249,26.7263834423262,0.0623403979549983,0.0690466544274067,53,57,0,4,47,52,47,52,0,2,1,1,53,57,0,4,45,48,47,52,0,2,0.957446808510638,0.923076923076923,47,52,37.4731435900097,0.037417815632089,hu,low,high,alacsony,magas,alacsonymagas
magasság,571.509358487533,593.948240011899,-0.558945672950447,-0.437941461008431,19.7181402579433,32.3731805437723,0.067783882717079,0.129902774839292,58,54,1,0,53,51,53,51,0,0,1,1,57,53,2,1,52,49,53,50,0,1,0.981132075471698,0.98,53,50,22.4388815243658,0.121004211942015,hu,weight,height,súly,magasság,súlymagasság
magazin,566.096041681413,624.205500041886,-0.38628603140448,-0.266322219581966,16.7213353991378,21.2241804128641,0.0722649602989118,0.0860335449957266,56,60,1,2,48,54,50,54,0,0,0.96,1,56,60,1,2,46,52,50,54,0,0,0.92,0.962962962962963,48,54,58.1094583604734,0.119963811822513,hu,playboy,magazine,selyemfiú,magazin,selyemfiúmagazin
magányos,568.267600009085,587.806266674059,-0.420607882314958,-0.338777434434349,26.694420225754,21.7547932684074,0.128213200983931,0.0939192883584735,52,53,2,0,45,45,46,45,0,0,0.978260869565217,1,52,53,2,0,46,45,46,45,0,0,1,1,45,45,19.5386666649732,0.0818304478806091,hu,alone,lonely,egyedül,magányos,egyedülmagányos
magánélet,587.502982139875,730.77738182025,-0.337108498184115,0.0774918285007689,18.5816949948531,38.5316676249395,0.060406984171737,0.106700081696645,62,62,0,0,56,57,57,57,0,0,0.982456140350877,1,62,62,0,0,51,33,57,57,0,0,0.894736842105263,0.578947368421053,56,55,143.274399680375,0.414600326684884,hu,private,privacy,magán,magánélet,magánmagánélet
magától értetődően,1131.57876924255,1220.37753060963,2.0513062873274,2.1836023361834,63.67368849633,77.7923078053036,0.265109413813376,0.293313775243503,61,56,1,2,52,49,54,50,0,0,0.962962962962963,0.98,61,56,1,2,51,49,54,50,0,0,0.944444444444444,0.98,52,49,88.7987613670791,0.132296048856001,hu,clearly,obviously,tisztán,magától értetődően,tisztánmagától értetődően
majonéz,542.715037027948,664.368437490833,-0.571338868968307,-0.0378826549391172,12.851571928856,39.7029328611616,0.050980001224708,0.125416079155395,57,54,1,0,54,48,54,48,0,0,1,1,57,54,1,0,53,47,54,48,0,0,0.981481481481482,0.979166666666667,54,48,121.653400462885,0.53345621402919,hu,ketchup,mayonnaise,ketchup,majonéz,ketchupmajonéz
malac,499.880403513092,585.71959999686,-0.71812654199627,-0.471752252004165,12.5657174836469,21.3839351474121,0.052542265641491,0.0719646073989089,61,57,0,2,57,50,57,53,0,0,1,0.943396226415094,61,57,0,2,52,52,57,53,0,0,0.912280701754386,0.981132075471698,57,50,85.8391964837681,0.246374289992105,hu,cow,pig,tehén,malac,tehénmalac
mama,483.553408166552,630.752148929617,-0.850968962495861,-0.230231880543164,12.8527932902714,34.067832835325,0.050733717990145,0.109953769596595,57,51,0,2,49,47,50,48,0,1,0.98,0.979166666666667,57,51,0,2,44,48,50,48,0,1,0.88,1,49,47,147.198740763066,0.620737081952697,hu,daddy,mum,apu,mama,apumama
manipulál,702.803319998294,679.002148140728,0.178772460454533,-0.013324453828036,44.6423551435969,27.6083888380367,0.184839269540122,0.0929269447680686,55,59,0,0,50,54,50,56,0,0,1,0.964285714285714,55,59,0,0,50,51,50,56,0,0,1,0.910714285714286,50,54,-23.8011718575656,-0.192096914282569,hu,control,manipulate,ellenőrzés,manipulál,ellenőrzésmanipulál
marad,623.15586275392,563.776145824959,-0.3491515883128,-0.518810029498198,50.2741620965453,19.5928424939673,0.14499266198491,0.0666695161715653,57,56,1,0,51,48,52,49,0,0,0.980769230769231,0.979591836734694,57,55,1,1,46,48,52,48,0,1,0.884615384615385,1,51,48,-59.3797169289617,-0.169658441185398,hu,stay,remain,támasz,marad,támaszmarad
marketing,677.243361707385,771.516470589406,-0.073660996620713,0.216735959198035,40.8385754845227,49.4052703444764,0.113094029715062,0.131969024951054,57,57,1,1,47,51,51,53,0,0,0.92156862745098,0.962264150943396,56,58,2,0,49,51,50,53,1,0,0.98,0.962264150943396,47,51,94.2731088820216,0.290396955818748,hu,advertising,marketing,hirdető,marketing,hirdetőmarketing
masszázs,799.073660370122,753.033666651184,0.526818673954816,0.323685372898098,53.0357249905686,51.9156322082004,0.214471289685242,0.201699270370665,58,58,1,1,53,48,53,51,1,0,1,0.941176470588235,58,58,1,1,51,50,53,51,1,0,0.962264150943396,0.980392156862745,53,48,-46.0399937189379,-0.203133301056718,hu,yoga,massage,jóga,masszázs,jógamasszázs
matematika,538.981808500157,603.818796298174,-0.544011152705689,-0.328316461266646,16.9972473028786,20.3037679599019,0.0736521987930704,0.0618785741985942,52,63,1,1,47,54,47,54,0,0,1,1,52,63,1,1,44,49,47,54,0,0,0.936170212765957,0.907407407407407,47,54,64.836987798017,0.215694691439042,hu,physics,mathematics,fizika,matematika,fizikamatematika
maximális,523.871173106534,593.537765941628,-0.565665441447057,-0.383574276799011,12.6277684668756,30.0871244225029,0.0506491578566893,0.0853845887991948,57,55,2,1,52,47,53,48,0,0,0.981132075471698,0.979166666666667,57,55,2,1,51,48,53,48,0,0,0.962264150943396,1,52,47,69.666592835094,0.182091164648046,hu,minimum,maximum,minimális,maximális,minimálismaximális
mechanikai,659.020741379437,825.037870419112,-0.0786135477249109,0.374617148031368,32.3624523031179,44.4188524680455,0.0825305704833935,0.146700310548166,61,60,0,1,58,54,58,54,0,0,1,1,61,60,0,1,58,51,58,54,0,0,1,0.944444444444444,58,54,166.017129039675,0.453230695756279,hu,technical,mechanical,műszaki,mechanikai,műszakimechanikai
medál,570.150549006095,603.214377386185,-0.392412365865884,-0.193656633387736,21.6712043607546,23.4513486666998,0.0783838208198463,0.128056160493956,58,58,2,0,52,53,53,54,2,0,0.981132075471698,0.981481481481482,58,58,2,0,51,52,53,54,2,0,0.962264150943396,0.962962962962963,51,53,33.0638283800898,0.198755732478148,hu,artifact,medallion,műalkotás,medál,műalkotásmedál
megegyezés,663.647591829718,817.420170249905,-0.0406552261641912,0.395217976248012,35.7270298865143,53.0813781595277,0.10841881126023,0.17810426310053,53,54,1,1,49,47,49,48,0,1,1,0.979166666666667,54,55,0,0,47,48,49,49,0,0,0.959183673469388,0.979591836734694,49,47,153.772578420187,0.435873202412203,hu,contract,agreement,szerződés,megegyezés,szerződésmegegyezés
megerősít,624.355607814688,703.307479189528,-0.325881189097149,-0.0734256094450929,31.7500239929616,53.9840467714323,0.119974353743484,0.1750705748105,58,54,2,0,51,49,51,49,1,0,1,1,58,54,2,0,49,49,51,49,1,0,0.96078431372549,1,51,48,78.9518713748402,0.252455579652056,hu,confirmation,confirm,megerősítés,megerősít,megerősítésmegerősít
meghal,622.831604154232,600.309574063677,-0.354163937205779,-0.382904173264514,41.9976934158504,29.2721407399274,0.131711132964768,0.100867725892866,55,56,1,1,48,54,51,56,0,0,0.941176470588235,0.964285714285714,55,56,1,1,43,55,51,56,0,0,0.843137254901961,0.982142857142857,48,54,-22.5220300905553,-0.0287402360587357,hu,suffer,die,szenvedni,meghal,szenvednimeghal
meghatározás,686.445674407595,741.036459997224,0.204525924145918,0.174020317582773,35.881990787112,48.8795576630113,0.155606042451843,0.133177592568965,52,57,1,0,43,50,44,52,1,0,0.977272727272727,0.961538461538462,52,57,1,0,44,49,44,52,1,0,1,0.942307692307692,43,50,54.5907855896297,-0.0305056065631449,hu,courage,determination,bátorság,meghatározás,bátorságmeghatározás
meghatározás.1,653.234679235028,767.099600024416,-0.000834071147336288,0.264426502123746,26.8609862287202,50.9977931504522,0.108923864955682,0.164717937061456,57,58,2,1,53,50,53,51,0,1,1,0.980392156862745,57,58,2,1,52,43,53,51,0,1,0.981132075471698,0.843137254901961,53,50,113.864920789388,0.265260573271082,hu,concept,definition,koncepció,meghatározás,koncepciómeghatározás
meghitt,674.363100017206,560.920358515621,0.155018135432311,-0.404204605941224,49.5813995042489,20.0116043942386,0.283301496289777,0.079578027326897,56,61,0,1,50,53,52,53,0,0,0.961538461538462,1,55,61,1,1,50,50,51,53,1,0,0.980392156862745,0.943396226415094,50,53,-113.442741501585,-0.559222741373535,hu,personal,intimate,személyes,meghitt,személyesmeghitt
megijeszt,611.079733341024,662.28481632227,-0.151424436542135,-0.121230939382035,22.8401216504184,28.205034166632,0.106459722559515,0.101823964567326,53,54,1,2,45,49,45,49,0,0,1,1,53,54,1,2,42,42,45,49,0,0,0.933333333333333,0.857142857142857,45,49,51.2050829812455,0.0301934971600995,hu,scare,frighten,rémület,megijeszt,rémületmegijeszt
megkísérel,750.806705892531,897.123719293308,0.134081933624881,0.970867405801008,44.1562077138748,54.6247285593237,0.148738546362806,0.163259912170613,58,64,0,0,51,57,51,58,0,0,1,0.982758620689655,58,64,0,0,51,49,51,58,0,0,1,0.844827586206897,51,57,146.317013400777,0.836785472176127,hu,try,attempt,megpróbál,megkísérel,megpróbálmegkísérel
megment,819.680529398934,725.274029432677,0.526163340046661,0.164675906608623,55.1149055706309,51.1238669525597,0.188044417283984,0.19400294808931,60,58,1,1,34,34,55,51,0,0,0.618181818181818,0.666666666666667,60,58,1,1,53,45,55,51,0,0,0.963636363636364,0.88235294117647,34,34,-94.4064999662572,-0.361487433438038,hu,rescue,save,mentés,megment,mentésmegment
megmentő,593.360833351676,652.269179995004,-0.357322996115121,-0.079413206979507,27.4951952033106,30.9189461640688,0.0810241290247864,0.141687770563686,55,56,1,0,48,51,48,51,0,0,1,1,55,56,1,0,44,47,48,51,0,0,0.916666666666667,0.92156862745098,48,50,58.9083466433282,0.277909789135614,hu,hero,savior,hős,megmentő,hősmegmentő
megsemmisítés,813.491530610498,843.489294145447,0.512434433305387,0.725810033397823,51.8890207790367,46.0499211712852,0.188418383348866,0.16945545569502,56,56,2,1,49,51,52,52,1,0,0.942307692307692,0.980769230769231,54,56,4,1,47,47,50,52,3,0,0.94,0.903846153846154,49,51,29.9977635349483,0.213375600092436,hu,creation,destruction,teremtés,megsemmisítés,teremtésmegsemmisítés
megsérti,739.785250006047,747.004387735491,0.262652656375968,0.319806844938232,54.6490459705319,38.6203095567612,0.211075718696167,0.132183486601108,54,59,1,0,44,49,45,53,0,0,0.977777777777778,0.924528301886792,53,59,2,0,40,50,44,53,1,0,0.909090909090909,0.943396226415094,44,49,7.21913772944345,0.0571541885622645,hu,insult,offend,sértés,megsérti,sértésmegsérti
